genus,higher_taxon
Liosotella magnirugosa,Brachiopod
Paraspiriferina convexa,Brachiopod
Spiriferella,Brachiopod
Reticulariina laxa,Brachiopod
Uncinunellina pulchra,Brachiopod
Wellerella rotunda,Brachiopod
Chonetinella gibberulus,Brachiopod
Megousia alata,Brachiopod
Derbyia arellanoi,Brachiopod
Derbyia elongata,Brachiopod
Spiriferella scobinoidea,Brachiopod
Liosotella angustata,Brachiopod
Rhynchopora bicostata,Brachiopod
Calliprotonia inexpectatum,Brachiopod
Anidanthus minor,Brachiopod
Dielasma rectimarginatum,Brachiopod
Kochiproductus transversus,Brachiopod
Tiramnia semiglobosa,Brachiopod
Rhynchopora magna,Brachiopod
Bajkuria rostrata,Brachiopod
Krotovia oregonensis,Brachiopod
Proboscidella carinata,Brachiopod
Rostranteris sulcatum,Brachiopod
Alexenia occidentalis,Brachiopod
Probolionia posteroreticulata,Brachiopod
Spiriferella pseudodraschei,Brachiopod
Stenoscisma plicatum,Brachiopod
Kochiproductus porrectus,Brachiopod
Antiquatonia cooperi,Brachiopod
Dielasma brevicostatum,Brachiopod
Marginifera costellata,Brachiopod
Probolionia elongata,Brachiopod
Marginifera profundosulcata,Brachiopod
Cleiothyridina attenuata,Brachiopod
Bathymyonia elongata,Brachiopod
Stenoscisma biplicatoideum,Brachiopod
Alexenia subquadrata,Brachiopod
Himathyris gerardi,Brachiopod
Antiquatonia reticulata,Brachiopod
Krotovia parva,Brachiopod
Rostranteris merriami,Brachiopod
Waagenoconcha parvispinosa,Brachiopod
Martinia berthiaumei,Brachiopod
Linoproductus lutkewitschi,Brachiopod
Stenoscisma mutabilis,Brachiopod
Dielasma truncatum,Brachiopod
Stenoscisma americanum,Brachiopod
Chonetes pygmoideus,Brachiopod
Marginifera brevisulcata,Brachiopod
Chonetes (Paeckelmannia),Brachiopod
Marginifera multicostellata,Brachiopod
Spiriferellina pauciplicata,Brachiopod
Krotovia barenzi,Brachiopod
Meekella occidentalis,Brachiopod
Hercosestria notialis,Brachiopod
Terebratula crassa,Brachiopod
Terebratulina capillata,Brachiopod
Sandia,Brachiopod
Neospirifer goreii,Brachiopod
Zia,Brachiopod
Diplanus redactus,Brachiopod
Meekella prionota,Brachiopod
Parenteletes cooperi,Brachiopod
Rhynchopora dossena,Brachiopod
Antiquatonia inflativentra,Brachiopod
Enteletes wolfcampensis,Brachiopod
Eridmatus marathonensis,Brachiopod
Kochiproductus primitivus,Brachiopod
Limbella,Brachiopod
Meekella texana,Brachiopod
Reticulatia,Brachiopod
Scacchinella primitiva,Brachiopod
Teguliferina boesei,Brachiopod
Acosarina mesoplatys,Brachiopod
Agelesia triagonalis,Brachiopod
Cartorhium coristum,Brachiopod
Choanodus perfectus,Brachiopod
Chonosteges pulcher,Brachiopod
Collemataria irregularis,Brachiopod
Compressoproductus thomasi,Brachiopod
Derbyia complicata,Brachiopod
Diplanus lamellatus,Brachiopod
Echinauris irregularis,Brachiopod
Enteletes plummeri,Brachiopod
Eolyttonia,Brachiopod
Hercosia uddeni,Brachiopod
Hustedia lusca,Brachiopod
Institella leonardensis,Brachiopod
Lepidospirifer demissus,Brachiopod
Meekella calathica,Brachiopod
Permophricodothyris bullata,Brachiopod
Nudauris linospina,Brachiopod
Rhamnaria tenuispinosa,Brachiopod
Rhipidomella hispidula,Brachiopod
Rugatia paraindica,Brachiopod
Stenoscisma triquetrum,Brachiopod
Torynechus caelatus,Brachiopod
Xenosteges adherens,Brachiopod
Chonosteges variabilis,Brachiopod
Glyptosteges intricatus,Brachiopod
Peniculauris,Brachiopod
Rhamnaria grandis,Brachiopod
Torynechus alectorius,Brachiopod
Nudauris,Brachiopod
Spyridiophora reticulata,Brachiopod
Collumatus solitarius,Brachiopod
Composita enormis,Brachiopod
Cyclacantharia transitoria,Brachiopod
Derbyia laqueata,Brachiopod
Hustedia connorsi,Brachiopod
Liosotella wordensis,Brachiopod
Megousia mucronata,Brachiopod
Paraspiriferina,Brachiopod
Paucispinifera sulcata,Brachiopod
Rhynchopora hebetata,Brachiopod
Tropidelasma corniculum,Brachiopod
Cenorhynchia mitigata,Brachiopod
Cooperina parva,Brachiopod
Enteletes leonardensis,Brachiopod
Metriolepis larina,Brachiopod
Hustedia spicata,Brachiopod
Texarina wordensis,Brachiopod
Acosarina minuta,Brachiopod
Antronaria speciosa,Brachiopod
Antronaria transversa,Brachiopod
Chondronia ningula,Brachiopod
Chonosteges limbatus,Brachiopod
Composita apsidata,Brachiopod
Compressoproductus,Brachiopod
Derbyia crenulata,Brachiopod
Dielasma longisulcatum,Brachiopod
Enteletes subcircularis,Brachiopod
Goniarina futilis,Brachiopod
Hustedia cepacea,Brachiopod
Coopericus undatus,Brachiopod
Meekella hessensis,Brachiopod
Neospirifer notialis,Brachiopod
Oncosarina whitei,Brachiopod
Peniculauris imitata,Brachiopod
Rhipidomella hessensis,Brachiopod
Rugaria hessensis,Brachiopod
Stenoscisma doricranum,Brachiopod
Stenoscisma hadrum,Brachiopod
Teguliferina compacta,Brachiopod
Thamnosia silicica,Brachiopod
Acosarina rectimarginata,Brachiopod
Altiplecus argutus,Brachiopod
Atelestegastus marginatus,Brachiopod
Beecheria elliptica,Brachiopod
Camarelasma neali,Brachiopod
Cancrinella parva,Brachiopod
Cenorhynchia hebata,Brachiopod
Chelononia neali,Brachiopod
Chondronia rectimarginata,Brachiopod
Neochonetes (Huangichonetes) costellata,Brachiopod
Chonetinella crassiparva,Brachiopod
Cleiothyridina rectimarginata,Brachiopod
Composita strongyle,Brachiopod
Cooperina triangulata,Brachiopod
Ctenalosia primitiva,Brachiopod
Derbyia bella,Brachiopod
Derbyia carteri,Brachiopod
Derbyia profunda,Brachiopod
Derbyia scitula,Brachiopod
Derbyoides dunbari,Brachiopod
Derbyoides marathonensis,Brachiopod
Diplanus catatonus,Brachiopod
Echinauris interrupta,Brachiopod
Echinosteges,Brachiopod
Eolyttonia fredericksi,Brachiopod
Eolyttonia phialiforma,Brachiopod
Eridmatus,Brachiopod
Fimbrinia plummeri,Brachiopod
Geyerella kingorum,Brachiopod
Goniarina,Brachiopod
Hustedia crepax,Brachiopod
Hypopsia versuta,Brachiopod
Hystriculina convexa,Brachiopod
Hystriculina minima,Brachiopod
Hystriculina sulcata,Brachiopod
Hystriculina ventroplana,Brachiopod
Kutorginella uddeni,Brachiopod
Lepidocrania sparsispinosa,Brachiopod
Limbella wolfcampensis,Brachiopod
Meekella magnifica,Brachiopod
Neochonetes liratus,Brachiopod
Neophricadothyris transversa,Brachiopod
Neospirifer apothescelus,Brachiopod
Nudauris splendens,Brachiopod
Orthotetella wolfcampensis,Brachiopod
Orthotichia kozlowskii,Brachiopod
Paraspiriferina amoena,Brachiopod
Parenteletes superbus,Brachiopod
Pseudoleptodus conicus,Brachiopod
Pseudoleptodus primitivus,Brachiopod
Reticulariina strigosa,Brachiopod
Reticulatia robusta,Brachiopod
Schuchertella subvexa,Brachiopod
Spiriferellina nasuta,Brachiopod
Spuriosa circularis,Brachiopod
Spyridiophora distincta,Brachiopod
Regrantia linoproductiformis,Brachiopod
Sulcataria compacta,Brachiopod
Sulcataria latisulcata,Brachiopod
Tropidelasma culmenatum,Brachiopod
Waagenoconcha prophetica,Brachiopod
Hustedia trita,Brachiopod
Kozlowskia nasuta,Brachiopod
Nothopindax egregius,Brachiopod
Nudauris tribulosa,Brachiopod
Geyerella,Brachiopod
Chelononia straminea,Brachiopod
Goniarina pyelodes,Brachiopod
Psilocamara hesperia,Brachiopod
Rhipidomella miscella,Brachiopod
Rhynchopora molina,Brachiopod
Acritosia magna,Brachiopod
Echinauris subquadrata,Brachiopod
Eolyttonia catilla,Brachiopod
Hemileurus runcinatus,Brachiopod
Coopericus semisulcatus,Brachiopod
Neochonetes parvus,Brachiopod
Teguliferina solidispinosa,Brachiopod
Cenorhynchia ventricosa,Brachiopod
Dielasma pygmaeum,Brachiopod
Gypospirifer anancites,Brachiopod
Scacchinella triangulata,Brachiopod
Lowenstamia,Brachiopod
Beecheria expansa,Brachiopod
Derbyia strophomenoidea,Brachiopod
Lowenstamia ampla,Brachiopod
Neospirifer placidus,Brachiopod
Acosarina,Brachiopod
Lissochonetes parvisulcatus,Brachiopod
Sulcataria,Brachiopod
Chonetinella parva,Brachiopod
Coopericus,Brachiopod
Acanthocrania densispina,Brachiopod
Amphipella arcaria,Brachiopod
Anemonaria sublaevis,Brachiopod
Anteridocus gongylus,Brachiopod
Cartorhium latum,Brachiopod
Chaeniorhynchus inauris,Brachiopod
Choanodus irregularis,Brachiopod
Chondronia bella,Brachiopod
Chonosteges costellatus,Brachiopod
Collemataria gregaria,Brachiopod
Composita imbricata,Brachiopod
Derbyia informis,Brachiopod
Dielasma anterolatum,Brachiopod
Dielasma obesum,Brachiopod
Dielasma perplexum,Brachiopod
Dyoros (Lissosia) vagabundus,Brachiopod
Dyoros (Tetragonetes) giganteus,Brachiopod
Dyoros (Tetragonetes) rectangulatus,Brachiopod
Echinauris crassa,Brachiopod
Edriosteges beedei,Brachiopod
Edriosteges multispinosus,Brachiopod
Elassonia petila,Brachiopod
Eolyttonia chaotica,Brachiopod
Eolyttonia circularis,Brachiopod
Eolyttonia pocillata,Brachiopod
Grandaurispina vaga,Brachiopod
Hercosestria,Brachiopod
Hercosestria cribrosa,Brachiopod
Heterelasma contortum,Brachiopod
Heterelasma gibbosum,Brachiopod
Hustedia ampullacea,Brachiopod
Isogramma lobatum,Brachiopod
Lepidocrania tardispinosa,Brachiopod
Lepidospirifer angulatus,Brachiopod
Linoproductus delicatus,Brachiopod
Loxophragmus ellipticus,Brachiopod
Martinia miranda,Brachiopod
Megousia auriculata,Brachiopod
Megousia umbonata,Brachiopod
Metriolepis carotica,Brachiopod
Metriolepis tegulata,Brachiopod
Neospirifer mansuetus,Brachiopod
Niviconia globosa,Brachiopod
Paucispinifera,Brachiopod
Peniculauris subcostata,Brachiopod
Petasmaia expansa,Brachiopod
Phrenophoria nesiotes,Brachiopod
Phrenophoria vetula,Brachiopod
Pontisia stehlii,Brachiopod
Pseudoleptodus,Brachiopod
Ptygmactrum mordicum,Brachiopod
Rallacosta actina,Brachiopod
Reticulariina craticula,Brachiopod
Reticulariina venustula,Brachiopod
Spiriferellina tricosa,Brachiopod
Stenoscisma aptatum,Brachiopod
Stenoscisma calvatum,Brachiopod
Stenoscisma exutum,Brachiopod
Stenoscisma fabarium,Brachiopod
Tautosia fastigiata,Brachiopod
Tautosia pulchra,Brachiopod
Texarina paucula,Brachiopod
Thamnosia anterospinosa,Brachiopod
Trophisina fenaria,Brachiopod
Xestosia obsolescens,Brachiopod
Composita crassa,Brachiopod
Glossothyropsis,Brachiopod
Niviconia abrupta,Brachiopod
Compressoproductus curtus,Brachiopod
Dielasma ellipsoideum,Brachiopod
Dyoros (Dyoros) extensiformis,Brachiopod
Hustedia compressa,Brachiopod
Hustedia trisecta,Brachiopod
Lepidospirifer inferus,Brachiopod
Phrenophoria planifrons,Brachiopod
Ptygmactrum angulatum,Brachiopod
Tautosia,Brachiopod
Thedusia bucrenata,Brachiopod
Acritosia vestibula,Brachiopod
Cenorhynchia atmeta,Brachiopod
Cenorhynchia parvula,Brachiopod
Chondronia ovalis,Brachiopod
Composita stalagmium,Brachiopod
Cooperina subcuneata,Brachiopod
Cruricella minutalis,Brachiopod
Cyclacantharia paucispinosa,Brachiopod
Derbyia cincinnata,Brachiopod
Echinauris bella,Brachiopod
Elassonia micraria,Brachiopod
Heterelasma glansfagea,Brachiopod
Holotricharina hirsuta,Brachiopod
Hustedia narinosa,Brachiopod
Kutorginella sullivanensis,Brachiopod
Kutorginella umbonata,Brachiopod
Metriolepis,Brachiopod
Neospirifer venezuelensis,Brachiopod
Peniculauris peniculifera,Brachiopod
Peniculauris transversa,Brachiopod
Petasmatherus nitidus,Brachiopod
Rhamnaria,Brachiopod
Rhamnaria vinnula,Brachiopod
Rhynchopora sphenoides,Brachiopod
Rugatia convexa,Brachiopod
Rugatia,Brachiopod
Spinarella paulula,Brachiopod
Spinarella perfecta,Brachiopod
Stenoscisma camurum,Brachiopod
Tschernyschewia,Brachiopod
Waagenoconcha convexa,Brachiopod
Waagenoconcha platys,Brachiopod
Acolosia elliptica,Brachiopod
Acritosia peculiaris,Brachiopod
Acritosia solida,Brachiopod
Collemataria,Brachiopod
Cyclacantharia,Brachiopod
Edriosteges,Brachiopod
Goniarina appeli,Brachiopod
Neospirifer neali,Brachiopod
Pontisia nanas,Brachiopod
Scacchinella titan,Brachiopod
Trigonoproductus inexpectans,Brachiopod
Tropidelasma costellatum,Brachiopod
Petasmatherus mundus,Brachiopod
Taphrosestria,Brachiopod
Limbella costellata,Brachiopod
Tropidelasma,Brachiopod
Ametoria residua,Brachiopod
Chonetinetes angustisulcatus,Brachiopod
Dyoros (Dyoros) extensus,Brachiopod
Dyoros (Tetragonetes) solidus,Brachiopod
Echinauris lappacea,Brachiopod
Echinauris liumbona,Brachiopod
Echinauris parva,Brachiopod
Hustedia consuta,Brachiopod
Neospirifer bakeri,Brachiopod
Paucispinifera costellata,Brachiopod
Peniculauris costata,Brachiopod
Phrenophoria planiventra,Brachiopod
Pseudoleptodus giganteus,Brachiopod
Roemerella gigantissima,Brachiopod
Rugatia incurvata,Brachiopod
Tautosia galbina,Brachiopod
Thedusia mesocostata,Brachiopod
Thedusia,Brachiopod
Xenosteges trivialis,Brachiopod
Amphipella attenuata,Brachiopod
Bothrostegium,Brachiopod
Chaeniorhynchus salutare,Brachiopod
Holotricharina,Brachiopod
Capillomesolobus permianus,Brachiopod
Neophricadothyris crassibecca,Brachiopod
Edriosteges tenuispinosus,Brachiopod
Lepidocrania,Brachiopod
Chaeniorhynchus transversum,Brachiopod
Lepidospirifer costellus,Brachiopod
Rallacosta xystica,Brachiopod
Chonosteges multicostatus,Brachiopod
Xenosteges magnus,Brachiopod
Bothrostegium compactum,Brachiopod
Dielasma expansum,Brachiopod
Dyoros (Dyoros) angulatus,Brachiopod
Dyoros (Dyoros) transversus,Brachiopod
Glossothyropsis superba,Brachiopod
Sowburia texana,Brachiopod
Hustedia cuneata,Brachiopod
Petasmatherus pumilus,Brachiopod
Pseudodielasma,Brachiopod
Ptygmactrum extensum,Brachiopod
Reticulariina pristina,Brachiopod
Rugatia mckeei,Brachiopod
Yakovlevia immatura,Brachiopod
Parapholidostrophia harperi,Brachiopod
Spinulicosta muirwoodi,Brachiopod
Leptathyris index,Brachiopod
Crurithyris calendae,Brachiopod
Newberria,Brachiopod
Cassidirostrum eurekaensis,Brachiopod
Leiorhynchus miriam,Brachiopod
Cassidirostrum vexans,Brachiopod
Nemesa cimex,Brachiopod
Rhipidothyris circo,Brachiopod
Cartorhium,Brachiopod
Derbyia filosa,Brachiopod
Dyoros (Lissosia) parvus,Brachiopod
Dyoros (Tetragonetes) strigosus,Brachiopod
Permophricodothyris cordata,Brachiopod
Petasmatherus opulus,Brachiopod
Phrenophoria nudumbona,Brachiopod
Phrenophoria pentagonalis,Brachiopod
Phrenophoria ventricosa,Brachiopod
Rhamnaria rectangulata,Brachiopod
Spinarella costellata,Brachiopod
Allorhynchus permianum,Brachiopod
Cyclacantharia kingorum,Brachiopod
Echinauris lateralis,Brachiopod
Heteralosia hystricula,Brachiopod
Hustedia pugilla,Brachiopod
Phrenophoria subcarinata,Brachiopod
Rhamnaria kingorum,Brachiopod
Wellerella girtyi,Brachiopod
Nudauris enigmatica,Brachiopod
Arionthia germana,Brachiopod
Costispinifera costata,Brachiopod
Derbyia texta,Brachiopod
Dielasma compactum,Brachiopod
Dyoros (Tetragonetes) quadrangulatus,Brachiopod
Eolyttonia progressa,Brachiopod
Liosotella irregularis,Brachiopod
Meekella skenoides,Brachiopod
Paraspiriferina rotundata,Brachiopod
Paucispinifera auriculata,Brachiopod
Stenoscisma renode,Brachiopod
Waagenoconcha magnifica,Brachiopod
Dasysaria wolfcampensis,Brachiopod
Geyerella hessi,Brachiopod
Composita discina,Brachiopod
Nudauris convexa,Brachiopod
Spyridiophora,Brachiopod
Tropidelasma strobilum,Brachiopod
Acritosia teguliferoides,Brachiopod
Altiplecus glebosus,Brachiopod
Anomalesia perplexa,Brachiopod
Rigrantia hessensis,Brachiopod
Antronaria dissona,Brachiopod
Antronaria titania,Brachiopod
Chonetinella biplicata,Brachiopod
Cleiothyridina mulsa,Brachiopod
Collemataria platys,Brachiopod
Cooperina,Brachiopod
Crenispirifer angulatus,Brachiopod
Derbyia nasuta,Brachiopod
Diplanus rarus,Brachiopod
Elliottella varicostata,Brachiopod
Enteletes stehlii,Brachiopod
Fimbrinia ovata,Brachiopod
Goniarina magniextensa,Brachiopod
Hustedia catella,Brachiopod
Hustedia hessensis,Brachiopod
Kozlowskia alata,Brachiopod
Kozlowskia subsphaeroidalis,Brachiopod
Leurosina vulgarica,Brachiopod
Limbella limbata,Brachiopod
Coopericus angustus,Brachiopod
Meekella caperata,Brachiopod
Meekella enormis,Brachiopod
Metriolepis scrupea,Brachiopod
Phricodothyris catatona,Brachiopod
Orthotichia newelli,Brachiopod
Poikilosakos informis,Brachiopod
Pontisia costata,Brachiopod
Reticulariina tetrica,Brachiopod
Stenoscisma myioides,Brachiopod
Stenoscisma pyraustoides,Brachiopod
Planispina conida,Brachiopod
Tricoria hirpex,Brachiopod
Enteletes rotundobesus,Brachiopod
Eolyttonia gigantea,Brachiopod
Scacchinella exasperata,Brachiopod
Stenoscisma problematicum,Brachiopod
Antronaria voluminosa,Brachiopod
Oncosarina spinicostata,Brachiopod
Acanthocrania intermedia,Brachiopod
Allorhynchus triangulatum,Brachiopod
Allorhynchus variabile,Brachiopod
Arionthia blothrhachis,Brachiopod
Bothrionia nasuta,Brachiopod
Cactosteges anomalus,Brachiopod
Cancrinella subquadrata,Brachiopod
Cartorhium chelomatum,Brachiopod
Cartorhium vidriense,Brachiopod
Cenorhynchia triangulata,Brachiopod
Collemataria elongata,Brachiopod
Cooperina inexpectata,Brachiopod
Orbicoelia tholiaphor,Brachiopod
Derbyia pannucia,Brachiopod
Dielasma adamanteum,Brachiopod
Dielasma planidorsatum,Brachiopod
Dielasma zebratum,Brachiopod
Dyoros (Dyoros) tenuis,Brachiopod
Dyoros (Lissosia) concavus,Brachiopod
Dyoros (Tetragonetes) wordensis,Brachiopod
Echinosteges tuberculatus,Brachiopod
Ectoposia wildei,Brachiopod
Enteletes wordensis,Brachiopod
Glossothyropsis rectangulata,Brachiopod
Grandaurispina bella,Brachiopod
Grandaurispina kingorum,Brachiopod
Heterelasma concavum,Brachiopod
Heterelasma pentagonum,Brachiopod
Heterelasma solidum,Brachiopod
Hustedia sculptilis,Brachiopod
Leiorhynchoidea amygdaloidea,Brachiopod
Lepidocrania sublamellosa,Brachiopod
Leurosina lata,Brachiopod
Liosotella parva,Brachiopod
Megousia definita,Brachiopod
Megousia flexuosa,Brachiopod
Metriolepis pulvinata,Brachiopod
Neophricadothyris conara,Brachiopod
Neospirifer amphigyus,Brachiopod
Notothyris venusta,Brachiopod
Paraspiriferina laqueata,Brachiopod
Paucispinifera intermedia,Brachiopod
Paucispinifera quadrata,Brachiopod
Paucispinifera transversa,Brachiopod
Petrocrania teretis,Brachiopod
Polymorpharia polymorpha,Brachiopod
Pseudodielasma gibberum,Brachiopod
Pseudodielasma minor,Brachiopod
Pseudodielasma ovatum,Brachiopod
Pseudodielasma pingue,Brachiopod
Pseudodielasma plicatum,Brachiopod
Pseudoleptodus annosus,Brachiopod
Pseudodielasma sulcatum,Brachiopod
Reticulariina cerina,Brachiopod
Reticulariina senticosa,Brachiopod
Rhynchopora palumbula,Brachiopod
Spiriferella calcarata,Brachiopod
Spiriferellina hilli,Brachiopod
Spiriferinaella scalpata,Brachiopod
Tautosia transenna,Brachiopod
Texarina elongata,Brachiopod
Texarina oblongata,Brachiopod
Thedusia procera,Brachiopod
Tropidelasma anthicum,Brachiopod
Undulella undulata,Brachiopod
Xenosteges quadratus,Brachiopod
Yakovlevia hessorum,Brachiopod
Bothrionia transversa,Brachiopod
Costatumulus expansa,Brachiopod
Cenorhynchia fracida,Brachiopod
Compressoproductus rarus,Brachiopod
Costispinifera rugatula,Brachiopod
Dielasma gracile,Brachiopod
Dyoros (Dyoros) planiextensus,Brachiopod
Grandaurispina gibbosa,Brachiopod
Liosotella tetragonalis,Brachiopod
Paranorella,Brachiopod
Ptygmactrum spiculatum,Brachiopod
Spiriferella gravis,Brachiopod
Spiriferella levis,Brachiopod
Spiriferellina paucicostata,Brachiopod
Acolosia glabra,Brachiopod
Cancrinella planumbona,Brachiopod
Cenorhynchia pentagonalis,Brachiopod
Ctenalosia,Brachiopod
Ectoposia grandis,Brachiopod
Holosia,Brachiopod
Hustedia bipartita,Brachiopod
Paranorella comptula,Brachiopod
Paucispinifera magnispina,Brachiopod
Pseudodielasma subcirculare,Brachiopod
Ptygmactrum,Brachiopod
Spiriferella embrithes,Brachiopod
Spiriferinaella limata,Brachiopod
Stenoscisma repigratum,Brachiopod
Yakovlevia intermedia,Brachiopod
Cartorhium orbiculatum,Brachiopod
Grandaurispina crassa,Brachiopod
Rhynchopora tenera,Brachiopod
Spiriferella propria,Brachiopod
Thamnosia phragmophora,Brachiopod
Acolosia anomala,Brachiopod
Cleiothyridina rara,Brachiopod
Grandaurispina elongata,Brachiopod
Lirellaria,Brachiopod
Paraspiriferina setulosa,Brachiopod
Pseudodielasma lobatum,Brachiopod
Altiplecus,Brachiopod
Composita pilula,Brachiopod
Coscinophora magnifica,Brachiopod
Enteletes densus,Brachiopod
Metriolepis ziczac,Brachiopod
Paraspiriferina cellulana,Brachiopod
Phrenophoria compressa,Brachiopod
Rhytisia rugosa,Brachiopod
Stenoscisma maniculum,Brachiopod
Acanthocrania conferta,Brachiopod
Antronaria emarginata,Brachiopod
Cartorhium zoyei,Brachiopod
Chonosteges matutinus,Brachiopod
Compressoproductus concentricus,Brachiopod
Coscinophora monilifera,Brachiopod
Cyclacantharia gigantea,Brachiopod
Diplanus apochordus,Brachiopod
Oncosarina rotunda,Brachiopod
Rhynchopora patula,Brachiopod
Rugaria crassa,Brachiopod
Thamnosia parvispinosa,Brachiopod
Tropidelasma rhamphodes,Brachiopod
Acritosia,Brachiopod
Chondronia,Brachiopod
Glyptosteges angustus,Brachiopod
Lepidospirifer,Brachiopod
Reticulariina impressa,Brachiopod
Sceletonia crassa,Brachiopod
Compressoproductus parvus,Brachiopod
Micraphelia,Brachiopod
Oncosarina,Brachiopod
Phrenophoria depressa,Brachiopod
Chonetinetes reversus,Brachiopod
Dielasma emarginatum,Brachiopod
Dyoros (Dyoros) endospinus,Brachiopod
Geyerella inexpectata,Brachiopod
Holosia ovalis,Brachiopod
Holotricharina sparsa,Brachiopod
Liosotella costata,Brachiopod
Reticulariina subulata,Brachiopod
Spinarella lobata,Brachiopod
Stenoscisma bonum,Brachiopod
Taphrosestria peculiaris,Brachiopod
Yakovlevia sulcata,Brachiopod
Acolosia recepta,Brachiopod
Anteridocus paucicostatus,Brachiopod
Cryptacanthia,Brachiopod
Dyoros (Dyoros) consanguineus,Brachiopod
Spinifrons,Brachiopod
Rigrantia regularis,Brachiopod
Kozlowskia anterosulcata,Brachiopod
Dyoros (Tetragonetes) lateralis,Brachiopod
Xestosia schucherti,Brachiopod
Chondronia parva,Brachiopod
Hystriculina pumila,Brachiopod
Stenoscisma pansum,Brachiopod
Plectelasma kingi,Brachiopod
Stenoscisma amoenum,Brachiopod
Elassonia scitula,Brachiopod
Glossothyropsis immatura,Brachiopod
Hustedia stataria,Brachiopod
Nucleospira cunctata,Brachiopod
Rallacosta laminata,Brachiopod
Scenesia extensa,Brachiopod
Thedusia discissa,Brachiopod
Anteridocus seminudus,Brachiopod
Cleiothyridina nana,Brachiopod
Edriosteges compactus,Brachiopod
Stenoscisma peneleve,Brachiopod
Costatumulus fragosa,Brachiopod
Kochiproductus elongatus,Brachiopod
Megousia,Brachiopod
Bothrostegium derbyoideum,Brachiopod
Goniarina striata,Brachiopod
Dielasma bellulum,Brachiopod
Aulacothyroides,Brachiopod
Spiriferina abichi,Brachiopod
Spiriferina borealis,Brachiopod
Spirigera,Brachiopod
Amphiclinodonta,Brachiopod
Spondylospira,Brachiopod
Lobothyris praepunctata,Brachiopod
Lobothyris monstrifer,Brachiopod
Lobothyris,Brachiopod
Fissirhynchia fissicostata,Brachiopod
Fissirhynchia,Brachiopod
Orbicoelia,Brachiopod
Bittnerithyris margaritovi,Brachiopod
Lingularia borealis,Brachiopod
Lingularia,Brachiopod
Dyoros (Tetragonetes) planus,Brachiopod
Compressoproductus flabellatus,Brachiopod
Hercosestria laevis,Brachiopod
Vex,Brachiopod
Obnixia,Brachiopod
Mesolobus striatus,Brachiopod
Eridorthis nicklesi,Brachiopod
Derbyia sulcata,Brachiopod
Spinomarginifera,Brachiopod
Tautosia elegans,Brachiopod
Araxathyris,Brachiopod
Virgiana utahensis,Brachiopod
Atrypa hedei,Brachiopod
Protochonetes elyensis,Brachiopod
Terebratulina tejonensis,Brachiopod
Terebratalia batequia,Brachiopod
Dyoros (Lissosia) nevadaensis,Brachiopod
Tomiopsis ovulum,Brachiopod
Johndearia magna,Brachiopod
Terebratulina washingtoniana,Brachiopod
Hemithiris,Brachiopod
Camarotoechia dotis,Brachiopod
Cupularostrum eximia,Brachiopod
Cariniferella alleni,Brachiopod
Cupularostrum orbicularis,Brachiopod
Douvillina contaderoensis,Brachiopod
Douvillina parviuscula,Brachiopod
Nervostrophia geniculata,Brachiopod
Nervostrophia mucrospina,Brachiopod
Nervostrophia plana,Brachiopod
Nervostrophia solida,Brachiopod
Productella coloradensis,Brachiopod
Productella subaculeata,Brachiopod
Schizophoria (Schizophoria) impressa,Brachiopod
Schizophoria (Schizophoria) macfarlanii,Brachiopod
Whidbornella lachrymosa,Brachiopod
Lobothyris punctata,Brachiopod
Novocrania,Brachiopod
Hirnantia noixella,Brachiopod
Leptoskelidion septulosum,Brachiopod
Cliftonia tubulistriata,Brachiopod
Rafinesquina stropheodontoides,Brachiopod
Rafinesquina latisculptilis,Brachiopod
Coolinia convexa,Brachiopod
Stegerhynchus antiqua,Brachiopod
Ectorensselandia,Brachiopod
Carinatrypa,Brachiopod
Campylorthis,Brachiopod
Liospiriferina rostrata,Brachiopod
Callospiriferina tumida,Brachiopod
Isospinatrypa,Brachiopod
Cincta numismalis,Brachiopod
Pionodema cooperi,Brachiopod
Doleroides germanus,Brachiopod
Alispirifer,Brachiopod
Discinisca lugubris,Brachiopod
Brasilioproductus,Brachiopod
Verkhotomia,Brachiopod
Probolionia,Brachiopod
Choristites pavlovi,Brachiopod
Verkhotomia plenoides,Brachiopod
Choristites fritschi,Brachiopod
Gruntia,Brachiopod
Kozlowskia capaci,Brachiopod
Neospirifer triplicatus alatus,Brachiopod
Nothorthis,Brachiopod
Schmidtites,Brachiopod
Spiriferella rajah,Brachiopod
Alispiriferella ordinaria,Brachiopod
Licharewia,Brachiopod
Purdonella nikitini,Brachiopod
Karavankina fasciata,Brachiopod
Yakovlevia greenlandica,Brachiopod
Bailliena yukonensis,Brachiopod
Bruntonia granulifera,Brachiopod
Arcullina editiareatus,Brachiopod
Derbya robusta,Brachiopod
Kasakhstania osborni,Brachiopod
Yakovlevia mammata,Brachiopod
Purdonella soderberghi,Brachiopod
Gigantoproductus,Brachiopod
Planalvus gibberosa,Brachiopod
Mirifusella,Brachiopod
Cyphotalosia masonensis,Brachiopod
Quadratia egregia,Brachiopod
Acanthoplecta inopinata,Brachiopod
Geniculifera brevicula,Brachiopod
Shumardella obsolescens,Brachiopod
Coledium evexum,Brachiopod
Tylothyris brevaurita,Brachiopod
Fusella llanoensis,Brachiopod
Crassumbo turgidus,Brachiopod
Eomartiniopsis girtyi,Brachiopod
Cranaena texana,Brachiopod
