genus,higher_taxon
Rhipidomella perminuta,Brachiopod
Anopliopsis subcarinata,Brachiopod
Skelidorygma,Brachiopod
Anthracospirifer leidyi,Brachiopod
Warsawia,Brachiopod
Gamphalosia,Brachiopod
Martinia contracta,Brachiopod
Schuchertella costatula,Brachiopod
Anopliopsis,Brachiopod
Leiochonetes,Brachiopod
Lingula spatulata,Brachiopod
Schizobolus,Brachiopod
Barroisella,Brachiopod
Crania chesterensis,Brachiopod
Basilicorhynchus,Brachiopod
Leioproductus plicatus,Brachiopod
Echinocoelia,Brachiopod
Rostricellula plena,Brachiopod
Amphigenia,Brachiopod
Atlanticocoelia acutiplicata,Brachiopod
Charionella,Brachiopod
Eodevonaria,Brachiopod
Spirifer macrus,Brachiopod
Spinatrypa spinosa,Brachiopod
Cupularostrum congregata,Brachiopod
Productus altonensis,Brachiopod
Chonetes chesterensis,Brachiopod
Sentosia spinigera,Brachiopod
Dictyoclostus gallatinensis,Brachiopod
Neospirifer striatus,Brachiopod
Crania blairi,Brachiopod
Hustedia texana,Brachiopod
Plectospira problematica,Brachiopod
Orbiculoidea keokuk,Brachiopod
Labriproductus,Brachiopod
Spirifer albertensis,Brachiopod
Martinia rostrata,Brachiopod
Spirifer cascadensis,Brachiopod
Schellwienella alternata,Brachiopod
Chonetinella flemingi,Brachiopod
Devonochonetes coronatus,Brachiopod
Elita fimbriata,Brachiopod
Sapphicorhynchus sappho,Brachiopod
Crurispina nana,Brachiopod
Allanella tullius,Brachiopod
Parazyga hirsuta,Brachiopod
Meristella haskinsi,Brachiopod
Mesoleptostrophia,Brachiopod
Eumetabolotoechia multicostata,Brachiopod
Orthis praeumbona,Brachiopod
Eumetabolotoechia,Brachiopod
Spinulicosta spinulicosta,Brachiopod
Hallinetes lineatus,Brachiopod
Pentamerella arata,Brachiopod
Longispina mucronata,Brachiopod
Lingula desiderata,Brachiopod
Strophodonta (Strophodonta) demissa,Brachiopod
Megakozlowskiella raricosta,Brachiopod
Charionoides,Brachiopod
Nucleospira ventricosa,Brachiopod
Camarotoechia prolifica,Brachiopod
Megakozlowskiella sculptilis,Brachiopod
Marginifera haydenensis,Brachiopod
Katabuporhynchus mesacostalis,Brachiopod
Lingula ligea,Brachiopod
Lingula delia,Brachiopod
Neospirifer latus,Brachiopod
Dictyoclostus hermosanus,Brachiopod
Wellerella multiplicata,Brachiopod
Peniculauris bassi,Brachiopod
Peniculauris ivesi,Brachiopod
Timaniella pseudocamerata,Brachiopod
Tetracamera subtrigona,Brachiopod
Orbiculoidea damanensis,Brachiopod
Isogramma pachti,Brachiopod
Buxtonia scabriculoides,Brachiopod
Echinoconchus punctatus,Brachiopod
Yakovlevia,Brachiopod
Spiriferella keilhavii,Brachiopod
Thamnosia,Brachiopod
Spiriferella loveni,Brachiopod
Bruntonia bullocki,Brachiopod
Spiriferella pseudotibetana,Brachiopod
Choristites,Brachiopod
Septospirifer,Brachiopod
Yakovlevia transversa,Brachiopod
Thamnosia arctica,Brachiopod
Yakovlevia geniculata,Brachiopod
Anidanthus eucharis,Brachiopod
Tumarinia wimani,Brachiopod
Orthotichia morganiana,Brachiopod
Spiriferella yukonensis,Brachiopod
Krotovia pustulata,Brachiopod
Derbyia grandis,Brachiopod
Chaoiella,Brachiopod
Anemonaria pseudohorrida,Brachiopod
Overtonia,Brachiopod
Plaesiomys bellilamellosus,Brachiopod
Lingula huronensis,Brachiopod
Lingula (Palaeoglossa) hurlbuti,Brachiopod
Lepidocyclus rectangularis,Brachiopod
Plaesiomys proavitus,Brachiopod
Costellarina,Brachiopod
Hallinetes setigera,Brachiopod
Costellarina plasi,Brachiopod
Cleiothyridina ciriacksi,Brachiopod
Wilberrya fragilis,Brachiopod
Squamaria,Brachiopod
Composita mexicana,Brachiopod
Hypsiptycha anticostiensis,Brachiopod
Lepidocyclus cooperi,Brachiopod
Austinella multicostella,Brachiopod
Glyptorthis glaseri,Brachiopod
Eochonetes magna,Brachiopod
Vellamo,Brachiopod
Scaphelasma mica,Brachiopod
Scaphelasma,Brachiopod
Siphonotretella,Brachiopod
Lingula freboldi,Brachiopod
Orbiculoidea jangarensis,Brachiopod
Arctitreta kempei,Brachiopod
Camarotoechia horsfordi,Brachiopod
Centronella impressa,Brachiopod
Eogryphus,Brachiopod
Composita mira,Brachiopod
Sphenosteges hispidus,Brachiopod
Sphenosteges,Brachiopod
Echinauris,Brachiopod
Liosotella,Brachiopod
Bathymyonia,Brachiopod
Bathymyonia nevadensis,Brachiopod
Komiella ostiolata,Brachiopod
Xestotrema pulchrum,Brachiopod
Orbiculoidea utahensis,Brachiopod
Cancrinella phosphatica,Brachiopod
Anidanthus,Brachiopod
Rugatia occidentalis,Brachiopod
Leptodus,Brachiopod
Kochiproductus,Brachiopod
Rhynchopora taylori,Brachiopod
Eostropheodonta mullochensis,Brachiopod
Protatrypa,Brachiopod
Mendacella uberis,Brachiopod
Meifodia,Brachiopod
Hindella crassa,Brachiopod
Wellerella delicatula,Brachiopod
Epitomyonia,Brachiopod
Tyronella,Brachiopod
Chonetoidea radiatula,Brachiopod
Gunnarella,Brachiopod
Parastrophinella,Brachiopod
Spirigerina (Eospirigerina),Brachiopod
Bicuspina,Brachiopod
Lindstroemella,Brachiopod
Dielasma phosphoriense,Brachiopod
Pontisia,Brachiopod
Meekella attenuata,Brachiopod
Rhynoleichus weeksi,Brachiopod
Praehorridonia,Brachiopod
Duartea,Brachiopod
Dalmanella testudinaria,Brachiopod
Hirnantia sagittifera,Brachiopod
Kinnella kielanae,Brachiopod
Eostropheodonta hirnantensis,Brachiopod
Plectothyrella crassicosta,Brachiopod
Plectothyrella,Brachiopod
Eoplectodonta (Ygerodiscus) striatacostatus,Brachiopod
Streptis,Brachiopod
Reticulatia americana,Brachiopod
Titanaria,Brachiopod
Kansuella,Brachiopod
Parajuresania,Brachiopod
Stegerhynchus borealis,Brachiopod
Hercotrema,Brachiopod
Stegerhynchus praecursor,Brachiopod
Gnamptorhynchos,Brachiopod
Hypsiptycha occidens,Brachiopod
Hypsiptycha neenah,Brachiopod
Lepidocyclus erectus,Brachiopod
Platystrophia regularis globata,Brachiopod
Neospirifer cameratus,Brachiopod
Cleiothyridina tenuilineata,Brachiopod
Cyrtina (Cyrtina),Brachiopod
Leiorhynchus (Leiorhynchus),Brachiopod
Quadratia hirsutiformis,Brachiopod
Auloprotonia,Brachiopod
Productus indianensis,Brachiopod
Productus tenuicostus,Brachiopod
Productus scitulus,Brachiopod
Eoplectodonta (Eoplectodonta) transversalis,Brachiopod
Strophochonetes cornutus,Brachiopod
Amphistrophia striata,Brachiopod
Boucotinskia sulcata,Brachiopod
Dalejina hybrida,Brachiopod
Howellella crispa,Brachiopod
Whitfieldella nitida,Brachiopod
Boucotinskia,Brachiopod
Resserella elegantula,Brachiopod
Brachyprion (Protomegastrophia) profunda,Brachiopod
Striispirifer niagarensis,Brachiopod
Virgiana mayvillensis,Brachiopod
Pentamerus oblongus,Brachiopod
Harpidium (Isovella),Brachiopod
Plectatrypa imbricata,Brachiopod
Resserella canalis,Brachiopod
Dictyonella reticulata,Brachiopod
Cyrtia exporrectus,Brachiopod
Flabellitesia,Brachiopod
Diabolirhynchia,Brachiopod
Strophodonta corrugata,Brachiopod
Striispirifer,Brachiopod
Janius nobilis,Brachiopod
Linoproductus cora,Brachiopod
Dictyoclostus semireticulatus,Brachiopod
Capelliniella,Brachiopod
Pentlandina,Brachiopod
Rhipidomella burlingtonensis,Brachiopod
Zygospira resupinata,Brachiopod
Thaerodonta recedens,Brachiopod
Orthis biforata reversata,Brachiopod
Platystrophia biforatus,Brachiopod
Diceromyonia tersa,Brachiopod
Pionodema aberstadti,Brachiopod
Glyptorthis maquoketensis,Brachiopod
Austinella,Brachiopod
Plaesiomys bellistriatus,Brachiopod
Tetraphalerella neglecta,Brachiopod
Hesperorthis pyramidalis,Brachiopod
Plaesiomys rockymontana,Brachiopod
Gnamptorhynchos prayi,Brachiopod
Diceromyonia storeya,Brachiopod
Eochonetes maearum,Brachiopod
Nasutimena fluctuosa,Brachiopod
Rugomena planocorrugata,Brachiopod
Megamyonia nitens,Brachiopod
Rhynchotrema iowense,Brachiopod
Hiscobeccus gigas,Brachiopod
Eodinobolus,Brachiopod
Strixella,Brachiopod
Gracianella lissumbra,Brachiopod
Atrypella tenuis,Brachiopod
Muriferella,Brachiopod
Spirigerina supramarginalis,Brachiopod
Anastrophia magnifica,Brachiopod
Oepikina lata,Brachiopod
Megamyonia,Brachiopod
Tetraphalerella hecuba,Brachiopod
Hiscobeccus kananaskia,Brachiopod
Hypsiptycha janea,Brachiopod
Monomerella,Brachiopod
Cloudella,Brachiopod
Delthyris (Quadrifarius),Brachiopod
Orthidiella,Brachiopod
Kirkidium knighti,Brachiopod
Zygospira kentuckiensis,Brachiopod
Oepikina limbrata,Brachiopod
Megamyonia breviuscula,Brachiopod
Strophomena arcuata,Brachiopod
Lissocoelina,Brachiopod
Lanceomyonia,Brachiopod
Lingula morsei,Brachiopod
Strophomena trilobata,Brachiopod
Rostricellula minnesotensis,Brachiopod
Manespira nicolleti,Brachiopod
Pseudolingula iowensis,Brachiopod
Trematis huronensis,Brachiopod
Pachyglossella,Brachiopod
Zygospira lebanonensis,Brachiopod
Sowerbyella curdsvillensis,Brachiopod
Bellimurina (Bellimurina) charlottae,Brachiopod
Idiospira,Brachiopod
Strophomena septata,Brachiopod
Dalmanella sculpta,Brachiopod
Platystrophia trentonensis,Brachiopod
Diorthelasma weissi,Brachiopod
Dinorthis meedsi,Brachiopod
Furcitella scofieldi,Brachiopod
Strophomena billingsi,Brachiopod
Plectorthis plicatella,Brachiopod
Sowerbyella minnesotensis,Brachiopod
Cyclospira bisulcata,Brachiopod
Rafinesquina deltoidea,Brachiopod
Lingulasma,Brachiopod
Lingula philomela,Brachiopod
Paucicrura corpulenta,Brachiopod
Strophomena occidentalis,Brachiopod
Bellimurina,Brachiopod
Glyptorthis crenulata,Brachiopod
Glyptorthis obesa,Brachiopod
Glyptorthis uncinata,Brachiopod
Murinella partita,Brachiopod
Onychoplecia tenuis,Brachiopod
Manespira costata,Brachiopod
Manespira elongata,Brachiopod
Manespira magnicostata,Brachiopod
Lingula (Pseudolingula) elegantula,Brachiopod
Lingula eva,Brachiopod
Neostrophia,Brachiopod
Platymena,Brachiopod
Plectoglossa oklahomensis,Brachiopod
Tetraphalerella costellata,Brachiopod
Platystrophia annieana,Brachiopod
Plaesiomys subcircularis,Brachiopod
Rafinesquina declivis subnutans,Brachiopod
Nasutimena undulosa,Brachiopod
Rafinesquina declivis,Brachiopod
Mesodouvillina varistriata,Brachiopod
Sestropoma cribriferum,Brachiopod
Hindella umbonata,Brachiopod
Hindella prinstana,Brachiopod
Vellamo diversa,Brachiopod
Ptychopleurella lamellosa,Brachiopod
Hebertella maria,Brachiopod
Parastrophinella reversa,Brachiopod
Rhynchotrema fringilla,Brachiopod
Ehlersella,Brachiopod
Microcardinalia (Chiastodoca) salterii,Brachiopod
Microcardinalia (Dauphinella) melissa,Brachiopod
Foliomena,Brachiopod
Stricklandia lens,Brachiopod
Eostrophonella,Brachiopod
Dolerorthis flabellites,Brachiopod
Costistricklandia lirata,Brachiopod
Glyptorthis costellata,Brachiopod
Mimella globosa,Brachiopod
Tetraphalerella planobesa,Brachiopod
Furcitella,Brachiopod
Boreadorthis,Brachiopod
Tetraphalerella cooperi,Brachiopod
Zygospira sulcata,Brachiopod
Catazyga anticostiensis,Brachiopod
Microcardinalia,Brachiopod
Coelospira concava,Brachiopod
Pacificocoelia,Brachiopod
Podolella,Brachiopod
Platyorthis,Brachiopod
Anastrophia (Grayina),Brachiopod
Neumanella,Brachiopod
Areostrophia,Brachiopod
Proschizophoria,Brachiopod
Mutationella,Brachiopod
Hipparionyx,Brachiopod
Navispira,Brachiopod
Meristella robertsensis,Brachiopod
Patriaspirifer kobehana,Brachiopod
Dyticospirifer,Brachiopod
Salopina submedia,Brachiopod
Isorthis (Arcualla) arcuaria,Brachiopod
Eoplicanoplia,Brachiopod
Pentlandella,Brachiopod
Microsphaeridiorhynchus litchfieldensis,Brachiopod
Strophoprion geniculatum,Brachiopod
Rhynobolus,Brachiopod
Lissidium,Brachiopod
Harpidium,Brachiopod
Nalivkinia,Brachiopod
Atrypina (Atrypinopsis),Brachiopod
Epitomyonia triseptata,Brachiopod
Epitomyonia clausula,Brachiopod
Reveroides,Brachiopod
Decoropugnax,Brachiopod
Alispira,Brachiopod
Protozeuga,Brachiopod
Dicoelosia parvifrons,Brachiopod
Vagranella,Brachiopod
Janius exsul,Brachiopod
Schizophoria paraprima,Brachiopod
Talentella,Brachiopod
Drahanostrophia,Brachiopod
Coelospira pusilla,Brachiopod
Leptostrophia inequicostella,Brachiopod
Atrypa (Gotatrypa),Brachiopod
Altajella,Brachiopod
Toquimaella kayi,Brachiopod
Muriferella masurskyi,Brachiopod
Katuniella,Brachiopod
Linguopugnoides,Brachiopod
Gorgostrophia,Brachiopod
Sieberella problematica,Brachiopod
Atrypina simpsoni,Brachiopod
Pentameroides subrectus,Brachiopod
Pentameroides (Callipentamerus),Brachiopod
Arctomeristina,Brachiopod
Leptellina (Merciella),Brachiopod
Ptychopleurella bouchardi,Brachiopod
Costistricklandia gaspeensis,Brachiopod
Streptis altosinuata,Brachiopod
Cliftonia,Brachiopod
Fenestrirostra glacialis,Brachiopod
Plicanoplia,Brachiopod
Mesodouvillina (Protocymostrophia) costulata,Brachiopod
Atrypella scheii,Brachiopod
Spiriferella saranae,Brachiopod
Waagenoconcha,Brachiopod
Homoeospira evax,Brachiopod
Meristina maria,Brachiopod
Sulcatina,Brachiopod
Megakozlowskiella perlamellosa,Brachiopod
Levenea subcarinata,Brachiopod
Plethorhyncha,Brachiopod
Howellella cycloptera,Brachiopod
Trematospira perforata,Brachiopod
Cordatomyonia,Brachiopod
Cyrtina varia,Brachiopod
Leptostrophia beckii,Brachiopod
Etymothyris,Brachiopod
Prionothyris,Brachiopod
Onychotreta mesleri,Brachiopod
Onychotreta,Brachiopod
Brachymimulus,Brachiopod
Placotriplesia,Brachiopod
Boucotides,Brachiopod
Virginiata,Brachiopod
Septatrypa (Hircinisca),Brachiopod
Plicocyrtia,Brachiopod
Homoeospirella,Brachiopod
Dicamaropsis,Brachiopod
Katastrophomena,Brachiopod
Shagamella,Brachiopod
Flabellitesia kessei,Brachiopod
Wangyuia thorsteinssoni,Brachiopod
Skenidioides operosa,Brachiopod
Epitomyonia amplissima,Brachiopod
Pseudomendacella,Brachiopod
Chonetoidea,Brachiopod
Jonesea grayi,Brachiopod
Liljevallia amorpha,Brachiopod
Morinorhynchus crispus,Brachiopod
Spondylopyxis,Brachiopod
Caryogyps grayi,Brachiopod
Caryogyps chattertoni,Brachiopod
Rhynchotreta americaniformis,Brachiopod
Stegerhynchus estonicus,Brachiopod
Lissatrypa atheroidea,Brachiopod
Aulacatrypa,Brachiopod
Spirigerina copperi,Brachiopod
Eospinatrypa,Brachiopod
Spurispirifer,Brachiopod
Brevilamnulella laevis,Brachiopod
Epitomyonia sekwiensis,Brachiopod
Gnamptorhynchos orbiculoidea,Brachiopod
Katastrophomena woodlandensis,Brachiopod
Atrypa (Gotatrypa) blodgetti,Brachiopod
Leptellina (Merciella) mackenziensis,Brachiopod
Pentlandina harperi,Brachiopod
Pentlandina lamelliformis,Brachiopod
Lamelliconchidium micropleura,Brachiopod
Katastrophomena parvicardinis,Brachiopod
Leptaena (Leptaena) haverfordensis,Brachiopod
Chonetoidea obliqua,Brachiopod
Acaretyrricula tenuiguttae,Brachiopod
Jonesea undulata,Brachiopod
Leangella (Leangella),Brachiopod
Whitfieldella sulcatina,Brachiopod
Pentameroides septentrionalis,Brachiopod
Clorinda parvolinguifera,Brachiopod
Hesperorthis avalanchensis,Brachiopod
Plectatrypa savagei,Brachiopod
Spirinella struszi,Brachiopod
Cymbidium kirki,Brachiopod
Homoeospirella multicostata,Brachiopod
Janius occidentalis,Brachiopod
Nucleospira lentilca,Brachiopod
Plectatrypa unicosta,Brachiopod
Septatrypa zelia,Brachiopod
Vosmiverstum breiveli,Brachiopod
Atrypa (Gotatrypa) variabilis,Brachiopod
Hercotrema pentaforma,Brachiopod
Thebesia crassicostata,Brachiopod
Cyrtia alatiformis,Brachiopod
Merista cuneatina,Brachiopod
Salopina delta,Brachiopod
Eospinatrypa bullata,Brachiopod
Gypidula simplex,Brachiopod
Isorthis (Arcualla) boreaina,Brachiopod
Atrypoidea latilingulata,Brachiopod
Jonesea cocksi,Brachiopod
Ptychopleurella angulaticostata,Brachiopod
Ptychopleurella lenzi,Brachiopod
Dolerorthis plicata,Brachiopod
Dicoelosia diversifrons,Brachiopod
Atrypoidea linguata,Brachiopod
Megastrophia (Protomegastrophia),Brachiopod
Eoplectodonta (Eoplectodonta) paucicostellata,Brachiopod
Lepidoleptaena poulseni,Brachiopod
Morinorhynchus miniparvicostellus,Brachiopod
Isorthis (Arcualla) microscapha,Brachiopod
Pholidostrophia (Mesopholidostrophia) lamellosa,Brachiopod
Gracianella rudicristata,Brachiopod
Conchidium microlocularis,Brachiopod
Dicoelosia paralata,Brachiopod
Hesperorthis martinssoni,Brachiopod
Didymothyris,Brachiopod
Spirinella tureki,Brachiopod
Microbilobata avalanchensis,Brachiopod
Barrandina,Brachiopod
Thebesia thebesensis,Brachiopod
Visbyella visbyensis,Brachiopod
Laevicyphomena,Brachiopod
Pseudoprotathyris,Brachiopod
Dicoelospirifer,Brachiopod
Opikina clara,Brachiopod
Broeggeria,Brachiopod
Opikina,Brachiopod
Parastrophina hemiplicata,Brachiopod
Camerella volborthi,Brachiopod
Drepanorhyncha ottawaensis,Brachiopod
Opikina platys,Brachiopod
Opikina rugosa,Brachiopod
Opikina septata,Brachiopod
Strophomena magna,Brachiopod
Lingula briseis,Brachiopod
Lingula (Pseudolingula) rectilateralis,Brachiopod
Sowerbyella subovalis,Brachiopod
Zygospira deflecta,Brachiopod
Lingula (Palaeoglossa) trentonensis,Brachiopod
Lingula riciniformis,Brachiopod
Lingula elongata,Brachiopod
Lingula progne,Brachiopod
Lingula obtusa,Brachiopod
Vellamo trentonensis,Brachiopod
Lingula cobourgensis,Brachiopod
Rafinesquina nasuta,Brachiopod
Triplesia extans,Brachiopod
Leptaena moniquensis,Brachiopod
Rafinesquina mucronata,Brachiopod
Zygospira meafordensis,Brachiopod
Platystrophia clarksvillensis,Brachiopod
Strophomena huronensis,Brachiopod
Strophomena nutans,Brachiopod
Oxoplecia calhouni,Brachiopod
Lingula whitfieldi,Brachiopod
Eomegastrophia philomena,Brachiopod
Fardenia transversalis,Brachiopod
Plicogypa,Brachiopod
Brachyprion mirabilis,Brachiopod
Megastrophia iddingsi,Brachiopod
Phragmostrophia merriami,Brachiopod
Punctatrypa,Brachiopod
Elythyna,Brachiopod
Glossinulina,Brachiopod
Invertrypa,Brachiopod
Pinguispirifer,Brachiopod
Mimatrypa,Brachiopod
Argyrotheca cuneata,Brachiopod
Ancillotoechia ancillans,Brachiopod
Parachonetes macrostriatus,Brachiopod
Didymoparcium,Brachiopod
Brachyprion acanthopterus,Brachiopod
Costellispirifer,Brachiopod
Pentlandina parvula,Brachiopod
Hesperorthis davidsoni,Brachiopod
Strophonella semifasciata,Brachiopod
Eoplectodonta (Eoplectodonta),Brachiopod
Pleurocornu,Brachiopod
Choristothyris,Brachiopod
Dictyonella gibbosa,Brachiopod
Leptaena oklahomensis,Brachiopod
Leptaenisca irregularis,Brachiopod
Lissostrophia cooperi,Brachiopod
Merista oklahomensis,Brachiopod
Amsdenostrophiella prolongata,Brachiopod
Dicoelosia varica,Brachiopod
Rhipidomelloides oblata,Brachiopod
Isorthis pygmaea,Brachiopod
Anastrophia grossa,Brachiopod
Gypidula multicostata,Brachiopod
Leptaena acuticuspidata,Brachiopod
Leptaenisca concava,Brachiopod
Strophonella (Strophonella) bransoni,Brachiopod
Stropheodonta (Brachyprion) gibbera,Brachiopod
Stropheodonta (Brachyprion) arata,Brachiopod
Lissostrophia (Lissostrophia),Brachiopod
Schuchertella haraganensis,Brachiopod
Schellwienella marcidula,Brachiopod
Plectodonta petila,Brachiopod
Camarotoechia haraganensis,Brachiopod
Sphaerirhynchia lindenensis,Brachiopod
Sphaerirhynchia glomerosa,Brachiopod
Obturamentella wadei,Brachiopod
Trigonirhynchia acutirostella,Brachiopod
Eatonia exserta,Brachiopod
Atrypa oklahomensis,Brachiopod
Atrypina hami,Brachiopod
Coelospira virginia,Brachiopod
Kozlowskiella (Megakozlowskiella) velata,Brachiopod
Lingula cuneata,Brachiopod
Coptothyris,Brachiopod
Zugmayerella,Brachiopod
Plectoconcha aequiplicata,Brachiopod
Zeilleria,Brachiopod
Zeilleria elliptica,Brachiopod
Fascifera subcarinata,Brachiopod
Rhaetina gregaria,Brachiopod
Oxoplecia holstonensis,Brachiopod
Zugmayerella uncinata,Brachiopod
Pionodema minuscula,Brachiopod
Protogusarella,Brachiopod
Rhipidomena tennesseensis,Brachiopod
Caucasorhynchia altaplecta,Brachiopod
Piarorhynchella triassica,Brachiopod
Tibetothyris julica,Brachiopod
Rhaetina pyriformis,Brachiopod
Piarorhynchia howardi,Brachiopod
Rhynchonella richardsoni,Brachiopod
Piarorhynchia winnemae,Brachiopod
Spiriferina coreyi,Brachiopod
Spirigera milesi,Brachiopod
Rostricellula rostrata,Brachiopod
Costispiriferina pittensis,Brachiopod
Terebratula suttonensis,Brachiopod
Piarorhynchia hamiltonensis,Brachiopod
Rhynchonella blackwelderi,Brachiopod
Spiriferina yukonensis,Brachiopod
Dielasma chapini,Brachiopod
Rostricellula pristina,Brachiopod
Sowerbyites triseptatus,Brachiopod
Rhipidomena tenuitesta,Brachiopod
Lingula nympha,Brachiopod
Schizambon cuneatus,Brachiopod
Camerella varians,Brachiopod
Sphenotreta acutirostris,Brachiopod
Dinorthis interstriata,Brachiopod
Dinorthis transversa,Brachiopod
Mimella vulgaris,Brachiopod
Multicostella platys,Brachiopod
Plectorthis exfoliata,Brachiopod
Dactylogonia palustris,Brachiopod
Dactylogonia obsoleta,Brachiopod
Rudirhynchia,Brachiopod
Strophomena emaciata,Brachiopod
Dalmanella sulcata,Brachiopod
Rostricellula minuta,Brachiopod
Heterorthina macfarlani,Brachiopod
Pionomena recens,Brachiopod
Hebertella parksensis,Brachiopod
Tetraphalerella churchillensis,Brachiopod
Kjaerina hartae,Brachiopod
Gnamptorhynchos manitobensis,Brachiopod
Craniops subtruncata,Brachiopod
Ptychoglyptus virginensis,Brachiopod
Vex semisimplex,Brachiopod
Lepismatina mansfieldi,Brachiopod
Spiriferina roundyi,Brachiopod
Hypsiptycha,Brachiopod
Retichonetes obscurus,Brachiopod
Chapinella,Brachiopod
Ripidiorhynchus,Brachiopod
Schizophoria (Schizophoria),Brachiopod
Bimuria superba,Brachiopod
Christiania subquadrata,Brachiopod
Eoplectodonta (Eoplectodonta) alternata,Brachiopod
Glyptambonites musculosus,Brachiopod
Glyptorthis assimilis,Brachiopod
Murinella,Brachiopod
Desquamatia (Independatrypa),Brachiopod
Strophodonta (Strophodonta),Brachiopod
Productella belanskii,Brachiopod
Eosyringothyris,Brachiopod
Floweria,Brachiopod
Lorangerella,Brachiopod
Productella thomasi,Brachiopod
Stainbrookia infera,Brachiopod
Thomasaria,Brachiopod
Douvillinaria,Brachiopod
Calvinaria bransoni,Brachiopod
Productella rugatula,Brachiopod
Strophodonta umbonata,Brachiopod
Coeloterorhynchus,Brachiopod
Atryparia (Costatrypa),Brachiopod
Eostrophalosia rockfordensis,Brachiopod
Cariniferella iowensis,Brachiopod
Hypothyridina emmonsi,Brachiopod
Devonoproductus vulgaris,Brachiopod
Strophodonta variabilis,Brachiopod
Nervostrophia extensa,Brachiopod
Nervostrophia multinervosa,Brachiopod
Sulcatostrophia euglyphea,Brachiopod
Eostrophalosia independensis,Brachiopod
Acutatheca,Brachiopod
Schizophoria amanaensis,Brachiopod
Eoparaphorhynchus,Brachiopod
Sinotectirostrum,Brachiopod
Crinisarina angelicoides,Brachiopod
Ptychomaletoechia,Brachiopod
Rugaltarostrum,Brachiopod
Gastrodetoechia,Brachiopod
Trifidorostellum,Brachiopod
Megalopterorhynchus,Brachiopod
Plectorhynchella,Brachiopod
Schuchertella percha,Brachiopod
Leioproductus defessa,Brachiopod
Lepidocyclus oblongus,Brachiopod
Dicoelosia indenta,Brachiopod
Kullervo,Brachiopod
Spirigerina (Eospirigerina) gaspeensis,Brachiopod
Porambonites,Brachiopod
Liostrophia glabra,Brachiopod
Orthis testudinaria,Brachiopod
Terebratula,Brachiopod
Terebratulina retusa,Brachiopod
Spondylospira parmata,Brachiopod
Laballa suessi,Brachiopod
Rhynchonella varians,Brachiopod
Callipleura nobilis,Brachiopod
Devonalosia wrightorum,Brachiopod
Hercostrophia,Brachiopod
Sphenophragmus,Brachiopod
Orthopleura,Brachiopod
Costellarina kaasai,Brachiopod
Teichertina,Brachiopod
Myriospirifer,Brachiopod
Gypospirifer infraplicus,Brachiopod
Kutorginella,Brachiopod
Cenorhynchia,Brachiopod
Pontisia boodi,Brachiopod
Composita apheles,Brachiopod
Hustedia culcitula,Brachiopod
Kozlowskia kingi,Brachiopod
Elliottella multicostata,Brachiopod
Calliprotonia,Brachiopod
Leurosina sinesulca,Brachiopod
Crurithyris wampensis,Brachiopod
Crenispirifer,Brachiopod
Squamaria moorei,Brachiopod
Orbicoelia tumibilis,Brachiopod
Composita bucculenta,Brachiopod
Cenorhynchia saginata,Brachiopod
Anteridocus erugatus,Brachiopod
Composita cracens,Brachiopod
Tautosia podistra,Brachiopod
Pontisia kingi,Brachiopod
Pontisia wolfcampensis,Brachiopod
Antronaria,Brachiopod
Dielasma hessense,Brachiopod
Cancrinella sparsispinosa,Brachiopod
Meekella mexicana,Brachiopod
Fimbrinia,Brachiopod
Spiriferellina,Brachiopod
Pseudorhaetina antimoniensis,Brachiopod
Spondylospira lewesensis,Brachiopod
Reticulariina sonorensis,Brachiopod
Derbyia sulca,Brachiopod
Ctenalosia fixata,Brachiopod
Dyoros,Brachiopod
Waagenites,Brachiopod
Echinauris subhorrida,Brachiopod
Grandaurispina,Brachiopod
Kuvelousia leptosa,Brachiopod
Spiriferella scobina,Brachiopod
Hustedia elongata,Brachiopod
Quadrochonetes,Brachiopod
Echinalosia,Brachiopod
Petasmatherus,Brachiopod
Odontospirifer,Brachiopod
Plectelasma,Brachiopod
Yakovlevia multistriata,Brachiopod
Hemiptychina quadricostata,Brachiopod
Phrenophoria,Brachiopod
Anemonaria delicatula,Brachiopod
Composita parasulcata,Brachiopod
Rostranteris,Brachiopod
Heterelasma,Brachiopod
Thamnosia depressa,Brachiopod
Dielasma spatulatum,Brachiopod
Linoproductus meniscus,Brachiopod
Globithyris,Brachiopod
Floweria crassa,Brachiopod
Rhyssochonetes,Brachiopod
Atryparia,Brachiopod
Ladjia,Brachiopod
Lingulipora,Brachiopod
Callipleura,Brachiopod
Paramarginifera,Brachiopod
Cymostrophia (Protocymostrophia),Brachiopod
Kirkirhynchus reesidei,Brachiopod
Monadotoechia,Brachiopod
Nucleospira hecetensis,Brachiopod
Johnsonathyris,Brachiopod
Kindleina,Brachiopod
Allorhynchoides,Brachiopod
Halorella,Brachiopod
Composita grandis,Brachiopod
Heterelasma contrerasi,Brachiopod
Hustedia shumardi,Brachiopod
Liosotella subrugosa,Brachiopod
Wellerella lemasi,Brachiopod
Glossothyropsis magna,Brachiopod
Liosotella rugosa,Brachiopod
Wellerella hemiplicata,Brachiopod
Chonetes monosensis,Brachiopod
Dielasma magniforaminiferum,Brachiopod
Dielasma floresi,Brachiopod
Heteralosia mexicana,Brachiopod
Martinia martinezi,Brachiopod
Chonetes foshagi,Brachiopod
Leiorhynchoidea cloudi,Brachiopod
