genus,higher_taxon
Eccyliopterus owenanus,Gastropod
Hormotoma oehlerti,Gastropod
Eunema quadrisulcata,Gastropod
Brachytomaria semele,Gastropod
Salpingostoma imbricata,Gastropod
Daidia subconica,Gastropod
Hormotoma multivolvis,Gastropod
Hormotoma rotundivolvis,Gastropod
Eotomaria robinsoni,Gastropod
Trochonema madisonense,Gastropod
Holopea arctica,Gastropod
Maclurites triangularis,Gastropod
Pycnomphalus solarioides,Gastropod
Maclurina,Gastropod
Salpingostoma richmondensis,Gastropod
Maclurites borealis,Gastropod
Tropidodiscus compticarinatus,Gastropod
Serpulospira diversiformis,Gastropod
Bembexia gradilispira,Gastropod
Nodonema granulatum,Gastropod
Bicarina petilitornata,Gastropod
Euryzone latitornata,Gastropod
Asinomphalus antiqua,Gastropod
Petrochus conica,Gastropod
Petrochus mellaria,Gastropod
Elasmonema corrugata,Gastropod
Naticopsis planifrons,Gastropod
Murchisonia akidota,Gastropod
Murchisonia sibleyensis,Gastropod
Hormotoma gigantea,Gastropod
Subulites ellisensis,Gastropod
Brachytomaria papillosa,Gastropod
Salpingostoma orientalis,Gastropod
Lytospira,Gastropod
Cyrtospira,Gastropod
Stylonema,Gastropod
Cyclonema varians,Gastropod
Murchisonia obtusangula,Gastropod
Globonema kaysi,Gastropod
Orthonychia baldwini,Gastropod
Platyostoma boggsi,Gastropod
Pycnomphalus obesus,Gastropod
Hecetastoma clarki,Gastropod
Maclurina logani,Gastropod
Cyclonema cushingi,Gastropod
Daidia cerithioides,Gastropod
Eccyliopterus ottawaensis,Gastropod
Paraliospira larvata,Gastropod
Hormotoma simplex,Gastropod
Straparollina procris,Gastropod
Raphistomina aperta,Gastropod
Raphistomina distincta,Gastropod
Salpingostoma billingsi,Gastropod
Straparollina asperostriata,Gastropod
Alaskadiscus disculus,Gastropod
Salpingostoma expansa,Gastropod
Cyclonema gracile,Gastropod
Haplospira nereis,Gastropod
Omospira alexandra,Gastropod
Undulabucania punctifrons,Gastropod
Cyclonema montrealense,Gastropod
Straparollina,Gastropod
Linsleyella spinosa,Gastropod
Tetranota rugosa,Gastropod
Phragmolites slawsoni,Gastropod
Helicotoma brocki,Gastropod
Holopea hubbardi,Gastropod
Trochonema wartheni,Gastropod
Sinutropis,Gastropod
Spiroraphe galtensis,Gastropod
Naticopsis plebeia,Gastropod
Strophostylus cyclostomus,Gastropod
Liljevallospira,Gastropod
Sphaerocyclus tuber,Gastropod
Platyostoma plebeium,Gastropod
Pharetrolites,Gastropod
Cyclonema fasciata,Gastropod
Gyraulus,Gastropod
Dendropupa vetusta,Gastropod
Ficus inaequalis,Gastropod
Subulites subelongatus,Gastropod
Coelostylina,Gastropod
Chartronella,Gastropod
Omphaloptychia,Gastropod
Battenizyga,Gastropod
Ophileta laevata,Gastropod
Patella sheehani,Gastropod
Patella stuarti,Gastropod
Capulus silverthorni,Gastropod
Worthenia klamathensis,Gastropod
Collonia occidentalis,Gastropod
Omphaloptycha obesa,Gastropod
Omphaloptycha shastensis,Gastropod
Ophiletina,Gastropod
Holopea scrutator,Gastropod
Helicotoma verticalis,Gastropod
Carinaropsis cymbula,Gastropod
Bucanopsis carinifera,Gastropod
Holopea parvula,Gastropod
Loxonema nitida,Gastropod
Sphenosphaera burginensis,Gastropod
Crossoceras belandi,Gastropod
Mastigospira,Gastropod
Euspira marylandica,Gastropod
Volutilithes,Gastropod
Solarium,Gastropod
Odostomia (Amaura),Gastropod
Mesalia pumila,Gastropod
Drillia,Gastropod
Potamides matsoni,Gastropod
Goniobasis,Gastropod
Cryptonatica affinis,Gastropod
Fusitriton oregonensis,Gastropod
Neptunea (Neptunea),Gastropod
Neptunea (Sulcosipho),Gastropod
Beringius,Gastropod
Neptunea lyrata,Gastropod
Buccinum,Gastropod
Neptunea,Gastropod
Oenopota,Gastropod
Bulbus fragilis,Gastropod
Margarites (Pupillaria),Gastropod
Molopophorus,Gastropod
Astraea (Pomaulax) morani,Gastropod
Olivella (Callianax) pedroana,Gastropod
Turritella ocoyana,Gastropod
Nassarius,Gastropod
Nucella,Gastropod
Calicantharus,Gastropod
Nucella lamellosa,Gastropod
Crepidula onyx,Gastropod
Forreria,Gastropod
Turritella oregonensis,Gastropod
Trochita,Gastropod
Crepidula praerupta,Gastropod
Crepidula princeps,Gastropod
Sinum scopulosum,Gastropod
Priscofusus,Gastropod
Priscofusus goweri,Gastropod
Priscofusus stewarti,Gastropod
Cancellaria oregonensis,Gastropod
Cancellaria siletzensis,Gastropod
Cancellaria simplex,Gastropod
Cancellaria wynoocheensis,Gastropod
Ophiodermella olympicensis,Gastropod
Antiplanes,Gastropod
Surculites (Megasurcula),Gastropod
Cancellaria birchi,Gastropod
Natica vokesi,Gastropod
Polinices victorianus,Gastropod
Ficus (Trophosycon),Gastropod
Semicassis pyshtensis,Gastropod
Priscofusus slipensis,Gastropod
Xenoturris,Gastropod
Natica clarki,Gastropod
Neverita jamesae,Gastropod
Epitonium clallamense,Gastropod
Fulgoraria (Musashia),Gastropod
Ancistrolepis,Gastropod
Hataiella,Gastropod
Echinophoria,Gastropod
Epitonium (Nitidiscala),Gastropod
Bruclarkia columbiana,Gastropod
Molopophorus gabbi,Gastropod
Turritella pittsburgensis,Gastropod
Acteon chehalisensis,Gastropod
Eosiphonalia oregonensis,Gastropod
Suavodrillia winlockensis,Gastropod
Aforia campbelli,Gastropod
Cryptonatica pittsburgensis,Gastropod
Architectonica blanda,Gastropod
Opalia (Dentiscala) hertleini,Gastropod
Polinices washingtonensis,Gastropod
Neverita (Glossaulax) thomsonae,Gastropod
Spirotropis kincaidi,Gastropod
Taranis columbiana,Gastropod
Spirocrypta pileum,Gastropod
Ectinochilus (Macilentos) macilenta,Gastropod
Neverita secta,Gastropod
Globularia,Gastropod
Agasoma,Gastropod
Polinices (Neverita) reclusianus callosa,Gastropod
Purpura,Gastropod
Nodonema,Gastropod
Amphiscapha proxima,Gastropod
Worthenia corrugata,Gastropod
Naticopsis kaibabensis,Gastropod
Crepidula ungana,Gastropod
Acrilla (Ferminoscala) dickersoni,Gastropod
Exilia lincolnensis,Gastropod
Euphemitopsis multinodosa,Gastropod
Omphalotrochus obtusispira,Gastropod
Euomphalus cornudanus,Gastropod
Worthenia speciosa,Gastropod
Tychonia inexpectata,Gastropod
Trachydomia whitei,Gastropod
Gosseletina permiana,Gastropod
Amaurotoma zappa,Gastropod
Anomphalus jaggerius,Gastropod
Glyptospira arelela,Gastropod
Sallya,Gastropod
Peruvispira boreala,Gastropod
Natica (Natica),Gastropod
Perse,Gastropod
Guidonia intermedia,Gastropod
Guidonia parvula,Gastropod
Eucycloscala subbisertus,Gastropod
Tyrsoecus,Gastropod
Nassa,Gastropod
Semitubina yukonensis,Gastropod
Yukonoconcha pedderi,Gastropod
Eoscoliostoma norrisi,Gastropod
Pseudomitchellia macqueeni,Gastropod
Amplovalvata,Gastropod
Aforia,Gastropod
Liracassis,Gastropod
Cryptonatica,Gastropod
Thais,Gastropod
Nassarius (Demondia) lincolnensis,Gastropod
Trophon,Gastropod
Thesbia,Gastropod
Chlorostoma,Gastropod
Astraea,Gastropod
Nassarius (Uzita),Gastropod
Gyrineum,Gastropod
Cochliolepis,Gastropod
Ficus (Ficus),Gastropod
Neritaria nuetzeli,Gastropod
Helicospira,Gastropod
Natiria,Gastropod
Epitonium (Boreoscala),Gastropod
Solariella (Solariella) cicca,Gastropod
Margarites (Margarites),Gastropod
Cyclostremella,Gastropod
Anomphalus rotulus,Gastropod
Ptychomphalus,Gastropod
Glabrocingulum (Glabrocingulum) gibber,Gastropod
Euphemites aequisulcatus,Gastropod
Glabrocingulum laeviliratum,Gastropod
Mourlonia cancellata,Gastropod
Retispira undulata,Gastropod
Stegocoelia quadricostata,Gastropod
Strianematina pulchrelirata,Gastropod
Glyptospira cristulata,Gastropod
Donaldospira geminocarinata,Gastropod
Orthonema striatonodosum,Gastropod
Aclisina bisulcata,Gastropod
Apachella franciscana,Gastropod
Sallya lirata,Gastropod
Cylindritopsis insolitus,Gastropod
Platyworthenia delicata,Gastropod
Neverita,Gastropod
Omphaloptycha,Gastropod
Turbo,Gastropod
Stachella,Gastropod
Gyrodoma marylandica,Gastropod
Conus cookei,Gastropod
Conus imitator,Gastropod
Cassis,Gastropod
Rhinoclavis,Gastropod
Turritella gatunensis,Gastropod
Boreotrophon,Gastropod
Euspira pallida,Gastropod
Tectariopsis,Gastropod
Pachycrommium,Gastropod
Batillaria,Gastropod
Laevella,Gastropod
Seraphs,Gastropod
Cypraedia fenestralis,Gastropod
Ampullinopsis,Gastropod
Sassia (Personella),Gastropod
Olivella (Callianax),Gastropod
Sycospira,Gastropod
Conus palmerae,Gastropod
Diastoma,Gastropod
Onustus,Gastropod
Turritella merriami,Gastropod
Cristispira pugetensis,Gastropod
Anachis,Gastropod
Architectonica nobilis,Gastropod
Bulla striata,Gastropod
Busycon contrarium,Gastropod
Busycotypus spiratus,Gastropod
Busycon (Busycon) rapum,Gastropod
Cancellaria tabulata,Gastropod
Massyla venusta,Gastropod
Calotrophon ostrearum,Gastropod
Cerithium atratum,Gastropod
Clathrodrillia,Gastropod
Tritonoharpa lanceolata,Gastropod
Columbella,Gastropod
Conus (Contraconus) adversarius,Gastropod
Conus daucus,Gastropod
Conus anabathrum,Gastropod
Conus spuroides,Gastropod
Bostrycapulus aculeatus,Gastropod
Crepidula fornicata,Gastropod
Crepidula plana,Gastropod
Crucibulum multilineatum,Gastropod
Cymatosyrinx lunata,Gastropod
Akleistostoma carolinensis,Gastropod
Calophos wilsoni,Gastropod
Fasciolaria (Fasciolaria) apicina,Gastropod
Cinctura lilium,Gastropod
Triplofusus giganteus,Gastropod
Fasciolaria (Triplofusus) scalarina,Gastropod
Heilprinia caloosaensis,Gastropod
Hanetia mengeana,Gastropod
Hanetia,Gastropod
Helisoma,Gastropod
Lemintina,Gastropod
Prunum apicinum,Gastropod
Prunum roscidum,Gastropod
Marginella (Leptegonana) precursor,Gastropod
Melongena corona,Gastropod
Mitra (Pleioptygma) heilprini,Gastropod
Modulus carchedonius,Gastropod
Murexiella macgintyi,Gastropod
Chicoreus (Phyllonotus) pomum,Gastropod
Nassarius (Nassarius) vibex,Gastropod
Naticarius canrena,Gastropod
Stigmaulax guppiana,Gastropod
Oliva immortua,Gastropod
Petaloconchus sculpturatus,Gastropod
Neverita duplicatus,Gastropod
Polinices hepaticus,Gastropod
Calotrophon,Gastropod
Scaphella floridana,Gastropod
Sedilia,Gastropod
Strombus alatus,Gastropod
Tegula,Gastropod
Strioterebrum dislocatum,Gastropod
Vermicularia,Gastropod
Turbinella scolymoides,Gastropod
Xenophora conchyliophora,Gastropod
Julia floridana,Gastropod
Diodora penderensis,Gastropod
Ptychosalpinx,Gastropod
Sinum imperforatum,Gastropod
Turritella fuerta,Gastropod
Busycon spiniger,Gastropod
Lyria carolinensis,Gastropod
Scaphella stromboidella,Gastropod
Oliva (Oliva) posti,Gastropod
Conus postalveatus,Gastropod
Glabrocingulum (Glabrocingulum),Gastropod
Perotrochus (Perotrochus) hanoverensis,Gastropod
Epitonium (Epitonium) aequabile,Gastropod
Epitonium (Epitonium) dignitatis,Gastropod
Turritella subtilis,Gastropod
Vasum,Gastropod
Plejona,Gastropod
Busycon (Sycotypus),Gastropod
Chlorostoma (Omphalius),Gastropod
Diodora pumpellyi,Gastropod
Hesperisternia,Gastropod
Calyptraea centralis,Gastropod
Turritella dalli,Gastropod
Marginella (Persicula) progravida,Gastropod
Busycon foerstei,Gastropod
Naticarius precursor,Gastropod
Tectonatica,Gastropod
Neverita chipolanus,Gastropod
Turritella subgrundifera,Gastropod
Tricolia,Gastropod
Teinostoma (Idioraphe) chipolanum,Gastropod
Diodora chipolana,Gastropod
Sulcularia,Gastropod
Strioterebrum,Gastropod
Clavatula,Gastropod
Kurtziella (Cryoturris),Gastropod
Cythara (Mangelia),Gastropod
Cytharella compsacosta,Gastropod
Conus demiurgus,Gastropod
Conus corrugatus,Gastropod
Marginella (Serrata) xanthophaes,Gastropod
Marginella (Serrata) coloba,Gastropod
Prunum eleutheria,Gastropod
Cypraeolina,Gastropod
Uromitra,Gastropod
Busycon sicyoides,Gastropod
Pallacera chipolanus,Gastropod
Nassarius (Uzita) dasynema,Gastropod
Sinum chipolanum,Gastropod
Sigatica (Glyptanatica) euglypta,Gastropod
Persististrombus chipolanus,Gastropod
Modulus,Gastropod
Terebra (Paraterebra) sulcifera,Gastropod
Terebra (Paraterebra),Gastropod
Polystira,Gastropod
Conus sulculus,Gastropod
Oliva (Omogymna) liodes,Gastropod
Oliva (Omogymna) martensii,Gastropod
Marginella (Serrata) critha,Gastropod
Prunum lipara,Gastropod
Marginella (Gibberula) chondra,Gastropod
Mitra (Pleioptygma),Gastropod
Vasum haitensis,Gastropod
Busycon epispiniger,Gastropod
Melongena,Gastropod
Murex (Murex) chipolanus,Gastropod
Siphonochelus (Laevityphis) linguiferus,Gastropod
Semicassis aldrichi,Gastropod
Cypraea (Cypraeorbis) heilprinii,Gastropod
Globularia fischeri,Gastropod
Persististrombus aldrichi,Gastropod
Orthaulax gabbi,Gastropod
Crucibulum (Crucibulum) chipolanum,Gastropod
Fossarus,Gastropod
Torcula,Gastropod
Syncera,Gastropod
Smaragdia,Gastropod
Gelasinostoma,Gastropod
Calliostoma ceramicum,Gastropod
Vaginella chipolana,Gastropod
Volvulella (Volvulella) oxytata,Gastropod
Ithycythara,Gastropod
Cytharella barbadoides,Gastropod
Engoniophos,Gastropod
Nassarius (Uzita) cinclis,Gastropod
Mitrella oryzoides,Gastropod
Acteon korphys,Gastropod
Acteon chipolanus,Gastropod
Atys obscuratus,Gastropod
Dolabella,Gastropod
Fusiturricula,Gastropod
Knefastia,Gastropod
Clathrodrillia aulakoessa,Gastropod
Saccharoturris,Gastropod
Brachycythara,Gastropod
Cytharella cryptopleura,Gastropod
Lioglyphostoma,Gastropod
Glyphostoma,Gastropod
Conus chipolanus,Gastropod
Olivella (Olivella) eutacta,Gastropod
Jaspidella cofacorys,Gastropod
Marginella (Serrata) chipolana,Gastropod
Marginella (Serrata) euancycla,Gastropod
Marginella (Serrata) eurystoma,Gastropod
Marginella (Persicula) calhounensis,Gastropod
Cymakra,Gastropod
Mitrella sima,Gastropod
Murex (Murex) gilli,Gastropod
Chicoreus (Chicoreus) folidodes,Gastropod
Poirieria (Panamurex) lychnia,Gastropod
Poirieria (Panamurex) fusinoides,Gastropod
Typhina alata,Gastropod
Poirieria (Panamurex) laccopoia,Gastropod
Sigatica (Glyptanatica) caractica,Gastropod
Iselica,Gastropod
Alaba chipolana,Gastropod
Rissoina (Cibdezebina) browniana,Gastropod
Calliostoma grammaticum,Gastropod
Calliostoma exile,Gastropod
Strombus proximus,Gastropod
Ceratostoma (Microrhytis) pecki,Gastropod
Acteon hamadryados,Gastropod
Kurtziella,Gastropod
Cytharella chariessa,Gastropod
Cytharella isabellae,Gastropod
Nannodiella nemorensis,Gastropod
Marginella (Volvarina) oryzoides,Gastropod
Triplofusus kindlei,Gastropod
Strombina (Strombina) aldrichi,Gastropod
Caecum chipolanum,Gastropod
Lucapinella limatula,Gastropod
Marginella (Serrata) nanna,Gastropod
Prunum (Microspira) apalachee,Gastropod
Teinostoma (Idioraphe) phacoton,Gastropod
Loxacypraea chilona,Gastropod
Cuvierina columnella,Gastropod
Marginella (Serrata) denticulatoides,Gastropod
Marginella (Egouena) capsa,Gastropod
Gibberula,Gastropod
Uromitra scopuli,Gastropod
Pallacera costatus,Gastropod
Mitrella pedana,Gastropod
Scala (Spiniscala),Gastropod
Rissoina (Cibdezebina) vittata,Gastropod
Rimula,Gastropod
Acteon luculi,Gastropod
Cylichnella biplicata,Gastropod
Strioterebrum spiriferum,Gastropod
Spineoterebra,Gastropod
Clathrodrillia subvaricosa,Gastropod
Agladrillia (Eumetadrillia) dodona,Gastropod
Ithycythara tarri,Gastropod
Conus dodona,Gastropod
Conus molis,Gastropod
Axelella bifoliata,Gastropod
Persicula amplior,Gastropod
Marginella (Gibberula) dryados,Gastropod
Busycon radix,Gastropod
Nassarina,Gastropod
Mitrella mikra,Gastropod
Poirieria (Panamurex) phagon,Gastropod
Calyptraea (Trochita) crenata,Gastropod
Hannatoma emendorferi,Gastropod
Globularia (Ampulella) nana,Gastropod
Turritella caleta,Gastropod
Neverita (Glossaulax) bolivarensis,Gastropod
Tricolia calypta,Gastropod
Euspirocrommium proinum,Gastropod
Solariella ephnidia,Gastropod
Naticarius,Gastropod
Pachycrommium guppyi,Gastropod
Turritella (Bactrospira) altilira,Gastropod
Hemisinus (Longiverena) oeciscus,Gastropod
Turritella listrota,Gastropod
Turritella meroensis,Gastropod
Calyptraea (Trochita) trochiformis,Gastropod
Ampullinopsis spenceri,Gastropod
Episcynia,Gastropod
Polystira tenagos,Gastropod
Cancellaria (Massyla) runchaena,Gastropod
Pallacera tribakus,Gastropod
Turritella (Bactrospira),Gastropod
Vitta,Gastropod
Littoraria angulifera,Gastropod
Pteropurpura,Gastropod
Conus fusiformis,Gastropod
Terebra bipartita,Gastropod
Busycon atraktoides,Gastropod
Volvula,Gastropod
Strioterebrum gausapatum,Gastropod
Strioterebrum waltonensis,Gastropod
Strioterebrum raptum,Gastropod
Gemmula vaningeni,Gastropod
Gemmula machapoorensis,Gastropod
Clathrodrillia empera,Gastropod
Agladrillia (Eumetadrillia) rabdotacona,Gastropod
Glyphostoma (Rhiglyphostoma) xeston,Gastropod
Bela,Gastropod
Conus infulatus,Gastropod
Conus waltonensis,Gastropod
Narona,Gastropod
Marginella (Serrata) vadosa,Gastropod
Marginella (Gibberula) waltoniana,Gastropod
Mitra (Tiara) desmia,Gastropod
Hesperisternia waltonia,Gastropod
Busycon dasum,Gastropod
Strombinophos vadosus,Gastropod
Nassarius (Uzita) waltonensis,Gastropod
Strombina (Strombina) waltonia,Gastropod
Strombina,Gastropod
Murex (Murex) nicholsi,Gastropod
Typhis (Talityphis) pterinus,Gastropod
Distorsio mcgintyi,Gastropod
Trivia vaughani,Gastropod
Crucibulum (Dispotaea) waltonense,Gastropod
Crucibulum (Dispotaea) constrictum,Gastropod
Polygireulima,Gastropod
Calliostoma flumenvadum,Gastropod
Calliostoma rugabasis,Gastropod
Rictaxis fusulus,Gastropod
Roxania chipolana,Gastropod
Carinodrillia,Gastropod
Glyphostoma (Rhiglyphostoma) typhon,Gastropod
Axelella desmotis,Gastropod
Marginella (Serrata) brithia,Gastropod
Prunum aurora,Gastropod
Mitrella nanna,Gastropod
Ectinochilus gaudichaudi,Gastropod
Oostrombus chiraensis,Gastropod
Cypraedia subelegans,Gastropod
Terebellum (Terebellum),Gastropod
Galeodea (Mambrinia) nodosa,Gastropod
Dirocerithium,Gastropod
Yasila paytensis,Gastropod
Sconsia paralaevigata,Gastropod
Morum (Oniscidia) chipolanum,Gastropod
Zonaria heilprinii,Gastropod
Trivia chipolana,Gastropod
Hespererato chipolana,Gastropod
Xenophora textilina,Gastropod
Strombiformis,Gastropod
Pseudotorinia,Gastropod
Rissoina (Mirarissoina),Gastropod
Rissoa (Onoba) litiopaopsis,Gastropod
Astralium dalli,Gastropod
Liotia (Arene),Gastropod
Calliostoma metrium,Gastropod
Gonysycon epomis,Gastropod
Orthaulax pugnax,Gastropod
Thericium,Gastropod
Fasciolaria ramondi,Gastropod
Shansiella beckwithana,Gastropod
Euconospira missouriensis,Gastropod
Crassispira (Hindsiclava) calligonoides,Gastropod
Conus submoniliferus,Gastropod
Cancellaria (Cancellaria) pinguis,Gastropod
Didianema,Gastropod
Acteon textilis,Gastropod
Lepicythara basilissa,Gastropod
Aphera waltonensis,Gastropod
Cheilea uncinata,Gastropod
Turritella segmenta,Gastropod
Ficus pilsbryi,Gastropod
Septa ogygia,Gastropod
Architectonica (Architectonica) rhicna,Gastropod
Malea,Gastropod
Busycon aldrichi,Gastropod
Teinostoma nana,Gastropod
Gyrodes (Sigaretopsis),Gastropod
Athleta (Volutospina),Gastropod
Galeodea koureos,Gastropod
Ancilla (Olivula),Gastropod
Lacinia,Gastropod
Nassarius (Nanarius) parapristus,Gastropod
Ithycythara defuniak,Gastropod
Cypraeolina defuniak,Gastropod
Abderospira,Gastropod
Cancellaria (Cancellaria) defuniak,Gastropod
Architectonica (Psilaxis) verecunda,Gastropod
Epitonium alaquaense,Gastropod
Latirus (Polygona),Gastropod
Turritella (Eurytorus) jacula,Gastropod
Calliostoma rhombotoide,Gastropod
Serpulorbis papulosus,Gastropod
Teinostoma (Idioraphe) mekon,Gastropod
Solariella laqua,Gastropod
Agladrillia,Gastropod
Volvarina,Gastropod
Nucleopsis,Gastropod
Ancillaria (Ancillopsis),Gastropod
Fusimitra conquisita,Gastropod
Hemisinus,Gastropod
Hemisinus siliceus,Gastropod
Murex mississippiensis,Gastropod
Conus (Leptoconus),Gastropod
Galeodea planotecta,Gastropod
Tapinotomaria rugosa,Gastropod
Peruvispira delicata,Gastropod
Donaldospira,Gastropod
Lacunospira,Gastropod
Acanthina,Gastropod
Purpura (Tritonalia),Gastropod
Omphalotrochus wolfcampensis,Gastropod
Bellerophon (Bellerophon) parvicristus,Gastropod
Glyptospira tricostata,Gastropod
Ceraunocochlis elongata,Gastropod
Soleniscus variabilis,Gastropod
Labridens shupei,Gastropod
Byzantia obliqua,Gastropod
Euphemites exquisitus,Gastropod
Warthia welleri,Gastropod
Bellerophon (Bellerophon) hilli,Gastropod
Retispira lyelli,Gastropod
Babylonites turritus,Gastropod
Diploconula biconvexa,Gastropod
Brochidium morrisi,Gastropod
Dichostasia complex,Gastropod
Discotropis sulcifer,Gastropod
Velates vokesi,Gastropod
Amauropsis oviformis,Gastropod
Crommium perovatum,Gastropod
Scaphander costatus,Gastropod
Mesalia martinezensis,Gastropod
Priscoficus caudatus,Gastropod
Natica alveata,Gastropod
Calyptraea (Galerus),Gastropod
Heteroterma gabbi,Gastropod
Natica (Gyrodes) lineata,Gastropod
Turritella (Broderiptella),Gastropod
Chrysodomus,Gastropod
Tegula (Chlorostoma) gallina,Gastropod
Collonista,Gastropod
Glossaulax reclusiana,Gastropod
Ovulum,Gastropod
Rapana imperialis,Gastropod
Rapana,Gastropod
Calliostoma hannibali,Gastropod
Crassispira starri,Gastropod
Cymia heimi,Gastropod
Siphocypraea amandusi,Gastropod
Macron hartmanni,Gastropod
Terebra burckhardti,Gastropod
Thais wittichi,Gastropod
Turritella bosei,Gastropod
Conus puncticulatus,Gastropod
Conus regularis,Gastropod
Turritella (Broderiptella) gonostoma,Gastropod
Anomphalus studiosus,Gastropod
Dichostasia simplex,Gastropod
Omphalotrochus hessensis,Gastropod
Cylindritopsis hamiltonae,Gastropod
Discotropis,Gastropod
Planotectus cymbellatus,Gastropod
Glyptospira cingulata,Gastropod
Ceraunocochlis deformis,Gastropod
Labridens,Gastropod
Ischnoptygma archibaldi,Gastropod
Ischnoptygma valentinei,Gastropod
Polinices (Polinices) bifasciatus,Gastropod
Persististrombus granulatus,Gastropod
Margarites,Gastropod
Retispira modesta,Gastropod
Euphemites imperator,Gastropod
Serpulospira annulatus,Gastropod
Waagenella plummeri,Gastropod
Bellerophon (Bellerophon) kingorum,Gastropod
Sallya linsa,Gastropod
Stegocoelia (Stegocoelia),Gastropod
Lodanaria floryi,Gastropod
Oxyspira murphyi,Gastropod
Praenatica,Gastropod
Pleurorima hoffmannae,Gastropod
Platyceras trojani,Gastropod
Clathronema batteni,Gastropod
Denayella,Gastropod
Euphemites sparciliratus,Gastropod
Retispira texana,Gastropod
Babylonites carinatus,Gastropod
Babylonites acutus,Gastropod
Orthonychia bowsheri,Gastropod
Tapinotomaria coronata,Gastropod
Glyptotomaria (Glyptotomaria) pistra,Gastropod
Eirlysia reticulata,Gastropod
Babylonites conicus,Gastropod
Discotropis publicus,Gastropod
Apachella huecoensis,Gastropod
Sallya striata,Gastropod
Tapinotomaria,Gastropod
Discotomaria,Gastropod
Euphemites batteni,Gastropod
Sallya bicincta,Gastropod
Soleniscus girtyi,Gastropod
Amauropsis pseudoalveata,Gastropod
Acteonina,Gastropod
Gyrodes (Sohlella) expansa,Gastropod
Bernaya (Protocypraea) berryessae,Gastropod
Carota dilleri,Gastropod
Tessarolax distorta,Gastropod
Bullina,Gastropod
Omphalotrochus alleni,Gastropod
Haydenia,Gastropod
Perissitys,Gastropod
Anchura falciformis,Gastropod
Bernaya (Protocypraea) kayei,Gastropod
Cerithidea,Gastropod
Cylindritopsis spheroides,Gastropod
Orthonema paedice,Gastropod
Girtyspira yodai,Gastropod
Longstaffia,Gastropod
Hormotoma antigonishensis,Gastropod
Pharetrolites murchisoni,Gastropod
Lysis,Gastropod
Lispodesthes rotundatus,Gastropod
Worthenia windowblindensis,Gastropod
Wortheniella canalifera,Gastropod
Boutillieria sinbadensis,Gastropod
Ladinaticella striatocostata,Gastropod
Natiria aequicostata,Gastropod
Chartronella unicostata,Gastropod
Chartronella pagina,Gastropod
Abrekopsis depresispirus,Gastropod
Naticopsis (Naticopsis) utahensis,Gastropod
Vernelia fenestravella,Gastropod
Pachyomphalus americanus,Gastropod
Neritaria costata,Gastropod
Zygopleura haasi,Gastropod
Ampezzopleura rugosa,Gastropod
Pseudotritonium sciaphosterum,Gastropod
Battenizyga eotriassica,Gastropod
Coelostylina costata,Gastropod
Coelostylina virginensis,Gastropod
Coelostylina angulifera,Gastropod
Omphaloptycha hormolira,Gastropod
Omphaloptychia laevisphaera,Gastropod
Promathilda spirocostata,Gastropod
Strobeus batteni,Gastropod
Cylindrobullina convexa,Gastropod
Homalopoma pacifica,Gastropod
Turritella wittichi,Gastropod
Chulitnacula alaskana,Gastropod
Bullia,Gastropod
Worthenia rhombifera,Gastropod
Ptychomphalus protei,Gastropod
Sororcula gracilis,Gastropod
Spiniomphalus duplicatus,Gastropod
Brochidiella idahoensis,Gastropod
Blodgettella enormecostata,Gastropod
Jurassiphorus triadicus,Gastropod
Gudrunella triassica,Gastropod
Ueckerconulus noricus,Gastropod
Eocalliostoma,Gastropod
Nodoconus,Gastropod
Eucycloscala binodosa,Gastropod
Weitschatopsis pulchra,Gastropod
Nuetzelopsis tozeri,Gastropod
Dicosmos,Gastropod
Naticopsis (Vernelia),Gastropod
Paradelphinulopsis vallieri,Gastropod
Lamelliphorus,Gastropod
Tyrsoecus (Stephanocosmia),Gastropod
Ampezzopleura tenuis,Gastropod
Andangularia,Gastropod
Diatrypesis,Gastropod
Protorcula,Gastropod
Kittliconcha,Gastropod
Cryptaulax,Gastropod
Cryptaulax rhabdocolpoides,Gastropod
Maturifusus,Gastropod
Idahospira,Gastropod
Ptychostoma,Gastropod
Pseudoscalites elegantissimus,Gastropod
Angularia,Gastropod
Angularia rectecostata,Gastropod
Palaeonarica,Gastropod
Praelittorina sepkoskii,Gastropod
Tretospira,Gastropod
Omphaloptycha jaworskii,Gastropod
Euchrysalis,Gastropod
Undularia (Stereokion),Gastropod
Spirostylus,Gastropod
Polygyrina,Gastropod
Amphitomaria obscurecostata,Gastropod
Siphonilda,Gastropod
Teretrina,Gastropod
Promathilda (Teretrina) aculeata,Gastropod
Altadema convexa,Gastropod
Microptychis insolita,Gastropod
Trepsipleura chordanodosa,Gastropod
Trepsipleura nodosa,Gastropod
Hermosanema carinatum,Gastropod
Euphemites enodis,Gastropod
Euphemites hermosus,Gastropod
Euphemites kingi,Gastropod
Euphemites nodocarinatus,Gastropod
Warthia kingi,Gastropod
Bellerophon incomptus,Gastropod
Pharkidonotus megalius,Gastropod
Euomphalus serratus,Gastropod
Amphiscapha reedsi,Gastropod
Trepospira illinoisensis,Gastropod
Baylea kuesi,Gastropod
Baylea inclinata,Gastropod
Tomoceras gilliana,Gastropod
Euconospira hermosana,Gastropod
Euconospira turbiniformis,Gastropod
Luciellina ocultabanda,Gastropod
