genus,higher_taxon
Niveria suffusa,Gastropod
Oliva cristobalcoloni,Gastropod
Trochita radians,Gastropod
Cirsotrema (Cirsotremopsis),Gastropod
Terebra (Oreoterebra) haitensis,Gastropod
Conus (Pyruconus) haytensis,Gastropod
Conus (Stephanoconus) sewalli,Gastropod
Conus granozonatoides,Gastropod
Conus (Dauciconus) multiliratus,Gastropod
Conus karlschmidti,Gastropod
Surcula riomaonis,Gastropod
Polystira albida,Gastropod
Drillia cercadonis,Gastropod
Clathrodrillia venusta,Gastropod
Clathrodrillia islalindae,Gastropod
Lepicythara heptagona,Gastropod
Bivetiella epistomifera,Gastropod
Cancellaria (Cancellaria) guppyi,Gastropod
Oliva cylindrica,Gastropod
Lyria (Lyria) pulchella,Gastropod
Mitra henekeni,Gastropod
Mitra berlineri,Gastropod
Fusinus henekeni,Gastropod
Fasciolaria carminamaris,Gastropod
Turbinella trinitatis,Gastropod
Metula cancellata,Gastropod
Metulella venusta,Gastropod
Siphonochelus (Siphonochelus) cercadicus,Gastropod
Chicoreus (Siratus) domingensis,Gastropod
Chicoreus (Triplex) cornurectus,Gastropod
Cassis sulcifera,Gastropod
Sconsia laevigata,Gastropod
Morum (Oniscidia) domingense,Gastropod
Muracypraea henekeni,Gastropod
Cypraeorbis noveli,Gastropod
Erosaria acicularis,Gastropod
Zonaria spurcoides,Gastropod
Luria (Basilitrona) patrespatriae,Gastropod
Lobatus haitensis,Gastropod
Lobatus dominator,Gastropod
Natica youngi,Gastropod
Conus furvoides,Gastropod
Mangilia lalonis,Gastropod
Ithycythara elongata,Gastropod
Aphera islacolonis,Gastropod
Oliva giraudi,Gastropod
Olivella (Olivella) muticoides,Gastropod
Latirus (Polygona) fusiformis,Gastropod
Stigmaulax sulcata,Gastropod
Smaragdia (Smaragdia) viridis viridemaris,Gastropod
Phasianella,Gastropod
Acteocina canaliculata,Gastropod
Acteocina recta,Gastropod
Cylichnella triticumtritonis,Gastropod
Retusa yaquensis,Gastropod
Atys doliolum,Gastropod
Bullaria paupercula,Gastropod
Ringicula dominicana,Gastropod
Terebra (Strioterebrum) cirrus,Gastropod
Terebra oligomitra,Gastropod
Strioterebrum gatunensis,Gastropod
Conasprella (Ximeniconus) cercadensis,Gastropod
Conus (Pyruconus) recognitus,Gastropod
Crassispira maonisriparum,Gastropod
Mangilia maoica,Gastropod
Vitrinella (Circulus) striata,Gastropod
Marginella maoensis,Gastropod
Persicula cercadensis,Gastropod
Melongena consors,Gastropod
Pallacera guadelupensis,Gastropod
Nassarina (Nassarina) olssoni,Gastropod
Calophos golfoyaquensis,Gastropod
Meta islahispaniolae,Gastropod
Simnia wisewoodae,Gastropod
Bursa amphitrites,Gastropod
Monoplex cercadicus,Gastropod
Vokesimurex messorius,Gastropod
Mitrella debooyi,Gastropod
Costoanachis exilis,Gastropod
Strombina pseudohaitensis,Gastropod
Meta perplexabilis,Gastropod
Triforis calypsonis,Gastropod
Terebra (Oreoterebra) isaacpetiti,Gastropod
Latirus infundibulum,Gastropod
Carinodrillia fusiformis,Gastropod
Drillia squamosa,Gastropod
Clava plebeia,Gastropod
Prunum christineladdae,Gastropod
Monoplex pilearis,Gastropod
Bursa grayana,Gastropod
Serpulorbis granifera,Gastropod
Turbo (Senectus) castanea,Gastropod
Terebra (Paraterebra) inaequalis,Gastropod
Conus (Atlanticonus) olssoni,Gastropod
Conus (Leptoconus) marginatus,Gastropod
Surcula labiata,Gastropod
Crassispira losquemadica,Gastropod
Drillia donalbertonis,Gastropod
Crassispira (Crassispirella) hispaniolae,Gastropod
Ventrilia gurabis,Gastropod
Jaspidella sanctidominici,Gastropod
Mitra quemadica,Gastropod
Lyria (Enaeta) perturbatrix,Gastropod
Turricula (Costellaria) bullennewtoni,Gastropod
Vasum dominicense,Gastropod
Phos guppyi,Gastropod
Nassarius (Alectrion),Gastropod
Alectrion losquemadica,Gastropod
Chicoreus (Phyllonotus) praepauxillus,Gastropod
Monoplex gurabonicus,Gastropod
Luria dominicensis,Gastropod
Jenneria gabbiana,Gastropod
Turritella (Bactrospira) altilira tornata,Gastropod
Cerithium dominicense,Gastropod
Cerithium microlineatum,Gastropod
Strombina bassi,Gastropod
Nitidella cibaoica,Gastropod
Purpuriconus symmetricus,Gastropod
Conasprella (Dalliconus) sauros,Gastropod
Tribia losquemadica,Gastropod
Uromitra tortuosa,Gastropod
Petaloconchus laddfranklinae,Gastropod
Sinum nolani,Gastropod
Cymatium praefemorale,Gastropod
Conus bonaczyi,Gastropod
Strombina (Sincola) gurabensis,Gastropod
Marginella hispaniolana,Gastropod
Calliostoma grabaui,Gastropod
Cylichnella ovumlacerti,Gastropod
Terebra (Paraterebra) gabbi,Gastropod
Terebra amitra,Gastropod
Strombinella acuformis,Gastropod
Cancellaria (Cancellaria) rowelli,Gastropod
Prunum amina,Gastropod
Prunum domingoense,Gastropod
Strioterebrum berlinerae,Gastropod
Conasprella (Ximeniconus) kitteredgei,Gastropod
Cancellaria (Cancellaria) harrisi,Gastropod
Sincola (Sincola) nanniebellae,Gastropod
Neverita nereidis,Gastropod
Diodora cayenensis henekeni,Gastropod
Bullaria sarahberlinerae,Gastropod
Bullaria granosa,Gastropod
Glyphostoma (Glyphostoma) golfoyaquensis,Gastropod
Cythara caimitica,Gastropod
Marevalvata tricarinata,Gastropod
Euspira heros,Gastropod
Olivella mutica,Gastropod
Dentimargo,Gastropod
Prunum limatulum,Gastropod
Seila adamsii,Gastropod
Teinostoma beaufortensis,Gastropod
Acteocina candei,Gastropod
Aesopus gardnerae,Gastropod
Aesopus,Gastropod
Balcis biconica,Gastropod
Caecum (Defolinia) flemingi,Gastropod
Caecum imbricatum,Gastropod
Crucibulum lawrencei,Gastropod
Dentimargo polyspira,Gastropod
Epitonium leai,Gastropod
Epitonium sohli,Gastropod
Granulina ovuliformis,Gastropod
Nassarius chowanensis,Gastropod
Volvarina avena,Gastropod
Vexillum wandoense,Gastropod
Urosalpinx perrugata,Gastropod
Turritella beaufortensis,Gastropod
Euomphalus planodorsatus,Gastropod
Euphemites randolphensis,Gastropod
Bellerophon chesterensis,Gastropod
Retispira ornatus,Gastropod
Cymatospira welleri,Gastropod
Patellilabia chesterensis,Gastropod
Orthonychia chesterense,Gastropod
Eotrochus marigoldensis,Gastropod
Donaldina marigoldensis,Gastropod
Gosseletina johnsoni,Gastropod
Dictyotomaria yochelsoni,Gastropod
Strophostylus wortheni,Gastropod
Naticopsis waterlooensis,Gastropod
Stegocoelia okawensis,Gastropod
Hypergonia baldwinensis,Gastropod
Palaeozygopleura welleri,Gastropod
Meekospira bambooformis,Gastropod
Meekospira evansvillensis,Gastropod
Donaldina americana,Gastropod
Astraea (Pomaulax) biangulata,Gastropod
Occidentocerithium panthalassicum,Gastropod
Protorcula frydai,Gastropod
Undularia,Gastropod
Anoptychia oregonensis,Gastropod
Turristylus triadicus,Gastropod
Cochlespira (Ancistrosyrinx) cedonulli,Gastropod
Aurinia (Aurinia) dubia,Gastropod
Scalina retifera,Gastropod
Glyphostoma (Glyphostoma) gabbi,Gastropod
Metulella fusiformis,Gastropod
Trophon isthmicus,Gastropod
Pleurotoma veracruzana,Gastropod
Pleurotoma angermanni,Gastropod
Pleurotoma zapoteca,Gastropod
Pleurotoma scaliae,Gastropod
Sigaretus mexicanus,Gastropod
Oliva subplicata,Gastropod
Ficus communis,Gastropod
Calliostoma (Leiotrochus),Gastropod
Turritella aguilerae,Gastropod
Anguinella virginica,Gastropod
Vermetus pulcher,Gastropod
Sinum perspectivum,Gastropod
Strombus pugilis,Gastropod
Antillophos (Antillophos) mexicanus,Gastropod
Calophos plicatilis,Gastropod
Marginella dalli,Gastropod
Marginella cordiformis,Gastropod
Marginella latior,Gastropod
Oliva (Ispidula) sayana,Gastropod
Pleurotoma inaudita,Gastropod
Conus jaspideus,Gastropod
Mariacolpus plebeia,Gastropod
Ecphora gardnerae,Gastropod
Ecphora kochi,Gastropod
Turritella pilsbryi,Gastropod
Conus marylandicus,Gastropod
Turritella (Torcula) variabilis,Gastropod
Nassarius (Tritiaria) peralta,Gastropod
Laevihastula simplex,Gastropod
Turritella subvariabilis,Gastropod
Urosalpinx subrusticus,Gastropod
Bulliopsis quadrata,Gastropod
Bulliopsis marylandica,Gastropod
Buccinofusus parilis,Gastropod
Conus deluvianus,Gastropod
Littoraria irrorata,Gastropod
Macromphalina,Gastropod
Turritella (Torculoidella) duplinensis,Gastropod
Architectonica (Pseudotorinia) nupera,Gastropod
Retilaskeya bicolor,Gastropod
Epitonium (Hyaloscala),Gastropod
Sconsia hodgii,Gastropod
Trajana pyta,Gastropod
Eupleura caudata,Gastropod
Astyris lunata,Gastropod
Metulella (Thiarinella),Gastropod
Costoanachis avara,Gastropod
Sincola anomala,Gastropod
Pisania (Celatoconus),Gastropod
Busycon perversum,Gastropod
Ilyanassa arata,Gastropod
Ilyanassa irrorata,Gastropod
Ilyanassa isogramma,Gastropod
Ilyanassa sexdentata,Gastropod
Ilyanassa granifera,Gastropod
Ilyanassa schizopyga,Gastropod
Ilyanassa johnsoni,Gastropod
Ilyanassa scalaspira,Gastropod
Ilyanassa harpuloides,Gastropod
Uzita smithiana,Gastropod
Uzita neogenensis,Gastropod
Uzita bidentata,Gastropod
Olivella (Dactylidia) carolinae,Gastropod
Scaphella trenholmii,Gastropod
Aurinia (Volutifusus) obtusa,Gastropod
Marginella denticulata,Gastropod
Hyalina (Serrata),Gastropod
Pugnus lachrimula,Gastropod
Cancellaria rotunda,Gastropod
Clavatula cornelliana,Gastropod
Clathrodrillia emmonsi,Gastropod
Drillia drewi,Gastropod
Cymatosyrinx ziczac,Gastropod
Cymatosyrinx tiara,Gastropod
Drillia polygonalis,Gastropod
Cerodrillia simpsoni,Gastropod
Glyphoturris eritima,Gastropod
Calliostoma limonensis,Gastropod
Vokesimurex recurvirostris,Gastropod
Harpa isthmica,Gastropod
Crassispira (Hindsiclava) alesidota,Gastropod
Ringicula (Ringiculella) floridana,Gastropod
Crassispira (Hindsiclava) antealesidota,Gastropod
Lepicythara turrita,Gastropod
Ithycythara lanceolata,Gastropod
Acmaturris,Gastropod
Cancellaria reticulata,Gastropod
Massyla propevenusta,Gastropod
Ventrilia tenerum,Gastropod
Olivella (Niteoliva) floridana,Gastropod
Bullata taylori,Gastropod
Marginella minuta,Gastropod
Dentimargo aureocinctus,Gastropod
Volutifusus mutabilis,Gastropod
Peristernia,Gastropod
Heilprinia dalli,Gastropod
Phos sloani,Gastropod
Chemnitzia,Gastropod
Linatella caudata,Gastropod
Finella adamsi,Gastropod
Caecum cooperi,Gastropod
Caecum cycloferum,Gastropod
Meioceras nitidum,Gastropod
Fossarus (Isapsis),Gastropod
Zebina,Gastropod
Crucibulum (Crucibulum) auricula,Gastropod
Amnicola,Gastropod
Polinices coensis,Gastropod
Molleria,Gastropod
Calliostoma philanthropus,Gastropod
Solariella vaughani,Gastropod
Cyclostremiscus bartschi,Gastropod
Solariorbis infracarinatus,Gastropod
Bullaria,Gastropod
Conus harveyensis,Gastropod
Cancellaria (Trigonostoma) perspectiva,Gastropod
Diodora griscomi,Gastropod
Tegula marylandicum,Gastropod
Calliostoma eboreus,Gastropod
Caecum calvertense,Gastropod
Solariorbis lipara,Gastropod
Diastoma insulaemaris,Gastropod
Carinorbis dalli,Gastropod
Turritella cumberlandia,Gastropod
Turritella tampae,Gastropod
Crucibulum (Dispotaea) costata,Gastropod
Lunatia hemicrypta,Gastropod
Sinum chesapeakensis,Gastropod
Epitonium charlestonensis,Gastropod
Melanella migrans,Gastropod
Melanella eborea,Gastropod
Murexiella cumberlandiana,Gastropod
Typhis acuticosta,Gastropod
Cymia woodii,Gastropod
Tritonopsis ecclesiastica,Gastropod
Ecphora tricostata,Gastropod
Chrysodomus patuxentensis,Gastropod
Siphonalia devexus,Gastropod
Astyris communis,Gastropod
Scaphella virginiana,Gastropod
Scaphella solitaria,Gastropod
Oliva simonsoni,Gastropod
Trigonostoma biplicifera,Gastropod
Cancellaria alternata,Gastropod
Cymatosyrinx limatula,Gastropod
Polystira communis,Gastropod
Leucosyrinx rugata,Gastropod
Inodrillia whitfieldi,Gastropod
Terebra inornata,Gastropod
Turritella aequistriata,Gastropod
Solarium trilineatum,Gastropod
Scalaria,Gastropod
Turbonilla interrupta,Gastropod
Hespererato emmonsi,Gastropod
Murexiella (Murexiella) shilohensis,Gastropod
Muricidea,Gastropod
Waagenella claxtonensis,Gastropod
Wellergyi chesterensis,Gastropod
Salterospira chesterensis,Gastropod
Dictyotomaria nyi,Gastropod
Strophostylus chesterensis,Gastropod
Aclisina golconda,Gastropod
Hypergonia marvinwelleri,Gastropod
Stegocoelia kentuckiensis,Gastropod
Pithodea americana,Gastropod
Globozyga littonana,Gastropod
Meekospira minuta,Gastropod
Meekospira mississippiensis,Gastropod
Donaldina zadoe,Gastropod
Euconospira sturgeoni,Gastropod
Porcellia chesterensis,Gastropod
Platyceras subrotundum,Gastropod
Glabrocingulum chesterensis,Gastropod
Leptoptygma golconda,Gastropod
Salterospira okawensis,Gastropod
Palaeozygopleura venusta,Gastropod
Pseudozygopleura yandellana,Gastropod
Palaeozygopleura wortheni,Gastropod
Bulimorpha minor,Gastropod
Globozyga tenuistriata,Gastropod
Meekospira batteni,Gastropod
Girtyspira canaliculata,Gastropod
Ananias nevadensis,Gastropod
Palaeocapulus piso,Gastropod
Platyceras (Orthonychia) occidens,Gastropod
Naticopsis inornata,Gastropod
Bellazona bella,Gastropod
Vorticina vortex,Gastropod
Retispira textilis,Gastropod
Trepospira (Angyomphalus) regularis,Gastropod
Mourlonia venusta,Gastropod
Lunulazona nodomarginata,Gastropod
Retispira cincta,Gastropod
Glabrocingulum (Glabrocingulum) granulosum,Gastropod
Glabrocingulum (Glabrocingulum) mephitifontis,Gastropod
Lunulazona costata,Gastropod
Bellazona polita,Gastropod
Glabrocingulum ellenae,Gastropod
Vorticina anneae,Gastropod
Bembexia inumbilicata,Gastropod
Nodospira ornata,Gastropod
Lunulazona sablei,Gastropod
Straparollus (Euomphalus) brooksensis,Gastropod
Anematina rockymontanum,Gastropod
Naticopsis suturicompta,Gastropod
Peelerophon,Gastropod
Orthonychia ungula,Gastropod
Palaeocapulus undata,Gastropod
Platyceras oxynotum,Gastropod
Ptychomphalina magna,Gastropod
Spinulrichospira cheeneetnukensis,Gastropod
Malea elliptica,Gastropod
Diacria,Gastropod
Torinia,Gastropod
Odontomaria cheeneetnukensis,Gastropod
Dutrochus alaskensis,Gastropod
Decorospira tasselli,Gastropod
Latrunculus,Gastropod
Orthaulax hernandoensis,Gastropod
Calliostoma (Elmerlinia) olssoni,Gastropod
Turritella (Broderiptella) mimetes,Gastropod
Turritella (Broderiptella) planigyrata,Gastropod
Cestumcerithium brooksvillensis,Gastropod
Cestumcerithium pascoensis,Gastropod
Calliostoma (Calliostoma) decipiens,Gastropod
Neritina virginea,Gastropod
Omogymna brooksvillensis,Gastropod
Cestumcerithium vaginatum,Gastropod
Calliostoma (Calliostoma) caronianum,Gastropod
Springvaleia,Gastropod
Rissoina (Rissoina),Gastropod
Serpulorbis decussatus,Gastropod
Calliostoma (Elmerlinia) plicomphalus,Gastropod
Vermicularia trilineata,Gastropod
Petaloconchus floridanus,Gastropod
Calliostoma (Calliostoma) laticarinatum,Gastropod
Parviturbo,Gastropod
Cyclostremiscus (Ponocyclus),Gastropod
Calliostoma (Calliostoma) metalium,Gastropod
Sthenorytis turbinus,Gastropod
Depressiscala,Gastropod
Echinophoria hadra,Gastropod
Cancellaria (Cancellaria),Gastropod
Pyruclia scheibei,Gastropod
Polystira ecuadoriana,Gastropod
Fusiturricula fenimorei,Gastropod
Scobinella ecuadoriana,Gastropod
Carinodrillia (Carinodrillia),Gastropod
Buridrillia,Gastropod
Crassispira (Hindsiclava) pyrgoma,Gastropod
Mitra syra,Gastropod
Conus vaughani,Gastropod
Marginella silicifluvia,Gastropod
Marginella halensis,Gastropod
Lyria silicata,Gastropod
Epitonium dubiosum,Gastropod
Cymatium cecilianum,Gastropod
Cerithiopsis diagona,Gastropod
Turritella halensis,Gastropod
Cerithium insulatum,Gastropod
Lyria mansfieldi,Gastropod
Fusinus exilis,Gastropod
Pterynotus (Pterynotus) rufirupicolus,Gastropod
Jaspidella jaspidea,Gastropod
Lithopoma caelatum,Gastropod
Coralliophila,Gastropod
Terebraspira,Gastropod
Diodora auroraensis,Gastropod
Conus delessertii,Gastropod
Solariella gemma,Gastropod
Euclathurella,Gastropod
Cestumcerithium liveoakensis,Gastropod
Tocobaga americanus,Gastropod
Pupoides,Gastropod
Spiraxis tampae,Gastropod
Helicina,Gastropod
Conus planiceps,Gastropod
Crassispira (Hindsiclava) eupora,Gastropod
Trigonostoma tampaensis,Gastropod
Jaspidella colleta,Gastropod
Omogymna eutorta,Gastropod
Marginella ballista,Gastropod
Prunum,Gastropod
Murexiella (Murexiella) crispangula,Gastropod
Siphonochelus (Pilsbrytyphis) siphonifera,Gastropod
Poirieria (Panamurex) heilprini,Gastropod
Ecphora tampaensis,Gastropod
Zonaria tumulus,Gastropod
Orthaulax inornatus,Gastropod
Potamides (Lampanella),Gastropod
Pyrazisinus,Gastropod
Pyrazisinus campanulatus,Gastropod
Assiminea,Gastropod
Pseudoaluco,Gastropod
Hipponix antiquatus,Gastropod
Eupleura lehneri,Gastropod
Parvanachis obesa,Gastropod
Gordanops baranoanus,Gastropod
Nassarius trinitatensis,Gastropod
Olivella (Minioliva),Gastropod
Strioterebrum laevifasciola,Gastropod
Poirieria (Panamurex) hutchinsoni,Gastropod
Strombinophos,Gastropod
Crucibulum (Crucibulum) piliferum,Gastropod
Persicula interruptalineata,Gastropod
Epitonium albidum,Gastropod
Crucibulum subsutum,Gastropod
Hespererato maugeriae,Gastropod
Typhis (Typhinellus) sowerbii,Gastropod
Nassarina (Zanassarina),Gastropod
Sincola (Sincola) crassilabrum,Gastropod
Nassarius antillarum,Gastropod
Fasciolaria tulipa,Gastropod
Olivella (Olivella),Gastropod
Olivella (Niteoliva),Gastropod
Prunum (Prunum) dallianum,Gastropod
Adelocythara,Gastropod
Aesopus (Glyptaesopus),Gastropod
Scobinella prionota,Gastropod
Borsonia aguilae,Gastropod
Ancilla alazana,Gastropod
Epitonium multistriatum,Gastropod
Parametaria rutschi,Gastropod
Pleuroploca turamensis,Gastropod
Crassispira (Crassispira),Gastropod
Crassispira (Crassispirella) ritanida,Gastropod
Gemmula alazana,Gastropod
Gemmula mexa,Gastropod
Glyptotoma rhombica,Gastropod
Protonema bartschi,Gastropod
Natica alazana,Gastropod
Hastula hastata,Gastropod
Longchaeus,Gastropod
Ampullina vaughani,Gastropod
Eulimella (Ebalina),Gastropod
Architectonica (Pseudotorinia) melajoensis,Gastropod
Hindsiclava caroniana,Gastropod
Sulcoretusa sulcata,Gastropod
Conus (Lithoconus) couvaensis,Gastropod
Conus imitator springvalensis,Gastropod
Prunum calypsonis,Gastropod
Prunum springvalensis,Gastropod
Eburna caroniana,Gastropod
Oliva couvana,Gastropod
Vokesimurex chrysostoma,Gastropod
Pallacera,Gastropod
Bursa rhodostoma,Gastropod
Sincola (Dorsina) melajoensis,Gastropod
Parametaria,Gastropod
Ventrilia,Gastropod
Massyla,Gastropod
Euclia montserratensis,Gastropod
Muricopsis (Risomurex),Gastropod
Cymia (Cymia) brightoniana,Gastropod
Stramonita haemostoma,Gastropod
Cerithiopsis (Cerithiopsis),Gastropod
Epitonium candeanum,Gastropod
Triptychus,Gastropod
Simnialena uniplicata,Gastropod
Turritella ceibana,Gastropod
Scalaspira strumosa,Gastropod
Amarophos,Gastropod
Stigmaulax,Gastropod
Compsodrillia,Gastropod
Crucibulum (Crucibulum),Gastropod
Cancellaria petiti,Gastropod
Borsonella,Gastropod
Voluta,Gastropod
Chrysallida,Gastropod
Agladrillia (Agladrillia),Gastropod
Agladrillia (Eumetadrillia),Gastropod
Bactrocythara,Gastropod
Bartschella,Gastropod
Eulimastoma,Gastropod
Dolostoma,Gastropod
Cytharella,Gastropod
Torinista,Gastropod
Lepicythara,Gastropod
Nannodiella,Gastropod
Microstelma,Gastropod
Peristichia,Gastropod
Phymorhynchus,Gastropod
Solariorbis (Hapalorbis),Gastropod
Subcancilla,Gastropod
Sulcoretusa,Gastropod
Vaughanites,Gastropod
Ugartea,Gastropod
Hindsiclava,Gastropod
Kurtziella (Kurtziella),Gastropod
Narona decaptyx,Gastropod
Olivella (Macgintiella),Gastropod
Semicassis granulata,Gastropod
Pleurotomoides,Gastropod
Scaphella (Scaphella),Gastropod
Solenosteira,Gastropod
Terebra (Oreoterebra),Gastropod
Chicoreus (Siratus),Gastropod
Haustellum,Gastropod
Hyalocylis,Gastropod
Creseis,Gastropod
Olivella (Dactylidella),Gastropod
Styliola,Gastropod
Atlanta,Gastropod
Cotonopsis (Cotonopsis),Gastropod
Volvulella (Paravolvulella),Gastropod
Vitricythara,Gastropod
Scalenostoma,Gastropod
Cotonopsis,Gastropod
Strombina (Strombina),Gastropod
Terebra (Panaterebra),Gastropod
Roxania,Gastropod
Ecphora pamlico,Gastropod
Ecphora (Stenomphalus) aurora,Gastropod
Euphemites fremontensis,Gastropod
Euphemites luxuriosus,Gastropod
Warthia waageni,Gastropod
Glabrocingulum texanum,Gastropod
Apachella pseudostrigillata,Gastropod
Apachella capertoni,Gastropod
Apachella turbiniformis,Gastropod
Naticopsis marthaae,Gastropod
Hypergonia,Gastropod
Pseudozygopleura croneisi,Gastropod
Ceraunocochlis,Gastropod
Strobeus intercalaris,Gastropod
Pharkidonotus altitropis,Gastropod
Retispira fragilis,Gastropod
Glabrocingulum alveozonum,Gastropod
Apachella boydi,Gastropod
Baylea delawarensis,Gastropod
Platyceras yochelsoni,Gastropod
Cinclidonema clausepeakensis,Gastropod
Natiria americana,Gastropod
Shedhornia ornata,Gastropod
Cyclites depressus,Gastropod
Lamellospira alveozona,Gastropod
Aphanoptyxis,Gastropod
Nerinella,Gastropod
Eotrochus tenuimarginatus,Gastropod
Microptychis,Gastropod
Murchisonia vincta,Gastropod
Naticopsis carleyana,Gastropod
Straparollus planorbiformis,Gastropod
Dictyotomaria meekana,Gastropod
Caliendrum,Gastropod
Peruvispira,Gastropod
Jedria,Gastropod
Acmaea geometrica,Gastropod
Diplochilus,Gastropod
Hormotoma funata,Gastropod
Cyclonema percingulatum,Gastropod
Platyostoma humile,Gastropod
Paupospira varians,Gastropod
Alaskadiscus tenuis,Gastropod
Phragmolites pannosus,Gastropod
Pterotheca anticostiana,Gastropod
Paupospira circe,Gastropod
Bellerophon fraternus,Gastropod
Sinuites bilobatus,Gastropod
Rhaphistoma vaurealense,Gastropod
Sphenosphaera laurentinus,Gastropod
Bellerophon miser,Gastropod
Bellerophon solitarius,Gastropod
Phragmolites desideratus,Gastropod
Salpingostoma canadensis,Gastropod
Cyclonema thalia,Gastropod
Cyclonema varispirum,Gastropod
Subulites richardsoni,Gastropod
Hormotoma teretiformis,Gastropod
Arjamannia sybellina,Gastropod
Paupospira moorei,Gastropod
Lytospira nitida,Gastropod
Loxobucania ellisensis,Gastropod
Alaskadiscus giganteus,Gastropod
Cyrtospira notata,Gastropod
Spiroraphe cryptata,Gastropod
Phanerotrema communis,Gastropod
Tetranota charon,Gastropod
Joleaudella argo,Gastropod
Straparollina circe,Gastropod
Straparollina eurydice,Gastropod
Eunema strigillatum,Gastropod
Trochonemella arachne,Gastropod
Cyclonema hallianum,Gastropod
Holopea lavinia,Gastropod
Cyrtospira parvula,Gastropod
Loxonema murrayana,Gastropod
Barocospira cindiprellerae,Gastropod
Cheeneetnukia frydai,Gastropod
Astralites,Gastropod
Paffrathopsis,Gastropod
Astralites gamblei,Gastropod
Ulungaratoconcha heidelbergeri,Gastropod
Amauropsis fetteri,Gastropod
Ellipsoscapha sohli,Gastropod
Mathilda amundseni,Gastropod
Polinices repenningi,Gastropod
Sinuites granistriatus,Gastropod
Strepsodiscus major,Gastropod
Hormotoma anna,Gastropod
Clathrospira virguncula,Gastropod
Teiichispira odenvillensis,Gastropod
Patellilabia laevigata,Gastropod
Naticopsis (Naticopsis) buttsi,Gastropod
Bellerophon scissile,Gastropod
Spinyplatyceras bartlettense,Gastropod
Straparollus (Straparollus) ophirensis,Gastropod
Euomphalus utahensis,Gastropod
Baylea coheni,Gastropod
Pseudozygopleura knighti,Gastropod
Diplozone innocens,Gastropod
Pachystrophia gotlandicus,Gastropod
Promourlonia furcata,Gastropod
Salpingostoma martinssoni,Gastropod
Spinicharybdis billingsi,Gastropod
Spinicharybdis canteriata,Gastropod
Spinicharybdis wilsoni,Gastropod
Poleumita discors,Gastropod
Euphemites multiliratus,Gastropod
Glabrocingulum wannense,Gastropod
Pharkidonotus labioreflexus,Gastropod
Paragoniozona granulostriata,Gastropod
Acteonina permiana,Gastropod
Trachyspira,Gastropod
Turritella (Bactrospira) acosta,Gastropod
Sphaerocypraea wegeneri,Gastropod
Conus boggsi,Gastropod
Conus cacuminatus,Gastropod
Conus angosturis,Gastropod
Glyphostoma andersoni,Gastropod
Mitra (Subcancilla) ecuadoriana,Gastropod
Sphaerocypraea wegeneri keenae,Gastropod
Actaeonella marchmontensis,Gastropod
Trochactaeon (Mexicotrochactaeon) burckhardti,Gastropod
Trochactaeon (Mexicotrochactaeon) granthamensis,Gastropod
Trochactaeon (Mexicotrochactaeon) palmeri,Gastropod
Actaeonella robinsoni,Gastropod
Trochactaeon (Mexicotrochactaeon) rossi,Gastropod
Simnia (Calpurna) cookei,Gastropod
Eumetula,Gastropod
Clathurella,Gastropod
Trochactaeon (Mexicotrochactaeon) wrighti,Gastropod
Actaeonella coquiensis,Gastropod
Trochactaeon (Mexicotrochactaeon) teaensis,Gastropod
Actaeonella cubensis,Gastropod
Actaeonella borneensis,Gastropod
Trochactaeon (Neocylindrites) cumminsi,Gastropod
Actaeonella pecosensis,Gastropod
Actaeonella delgadoi,Gastropod
Trochactaeon,Gastropod
Trochactaeon (Neocylindrites) punctatus,Gastropod
Trochactaeon (Mexicotrochactaeon) coniformis,Gastropod
Actaeonella browni,Gastropod
Trochactaeon (Trochactaeon) frazierensis,Gastropod
Trochactaeon (Trochactaeon) woodsi,Gastropod
Trochactaeon (Mexicotrochactaeon) melonensis,Gastropod
Trochactaeon (Neocylindrites) nelsoni,Gastropod
Actaeonella jicarensis,Gastropod
Antillophos (Antillophos) candei gatunensis,Gastropod
Conus pyriformis,Gastropod
Prunum (Prunum) sapotilla,Gastropod
Antillophos (Antillophos) rutschi,Gastropod
Nassa (Arcularia) puntablacoensis,Gastropod
Strombina (Sinuina) ecuadoriana,Gastropod
Strombina (Recurvina) recurva,Gastropod
Jenneria pustulata,Gastropod
Terebra (Panaterebra) robusta,Gastropod
Terebra (Terebra),Gastropod
Terebra (Myurella) aspera,Gastropod
Conus arcuatus,Gastropod
Cancellaria (Euclia) pacifica,Gastropod
Marsupina nana,Gastropod
Strombinophos loripanus,Gastropod
Buridrillia panarica,Gastropod
Leucosyrinx nicoya,Gastropod
Dallora agina,Gastropod
Cancellaria (Cancellaria) penita,Gastropod
Nassarius (Uzita) armuella,Gastropod
Nassarius (Uzita) terryi,Gastropod
Scalina ferminiana,Gastropod
Oliva (Oliva) incrassata,Gastropod
Solenosteira (Solenosteira) anomala,Gastropod
Phyllonotus,Gastropod
Strombina fusiformis,Gastropod
Terebra (Terebra) elena,Gastropod
Strioterebrum guanabana,Gastropod
Nassarius (Arcularia),Gastropod
Cancellaria (Pyruclia) bulbulus,Gastropod
Typhis (Talityphis) olssoni,Gastropod
Stramonita biserialis,Gastropod
Vitularia,Gastropod
Massyla terryi,Gastropod
Calcarata,Gastropod
Cymatophos galerus,Gastropod
Tritiaria ecuadoriana,Gastropod
Livonia,Gastropod
Turritella buckinghamensis,Gastropod
